title,description,salary,company,city,state,job site
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. ONLY SERIOUS INQUIRIES WITH EXPERIENCE.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. ONLY SERIOUS INQUIRIES WITH EXPERIENCE.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$50,700",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$51,592",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$53,086",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$54,142",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$54,600",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$55,000",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$55,000",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$55,000",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Engineer,"Support cloud migration of data science services Develop a deep understanding of business data sets Design efficient and standardized data structures, databaseâ€¦","$55,778",Keurig Dr Pepper,Burlington,MA,Simplyhired
Machine Learning,"Experience with data manipulation within a large volume of data. Data science: 3 years (Required). Knowledge of statistics, analytics, and data mining.","$58,240",Jacobs Engineering Group - Resume,Hanover,MD,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$58,500",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,"Working with raw survey data to produce clean data sets for analysis and reporting. Do you bring a strong background in survey data principles, such as:","$59,500",Nova Collective,Chicago,IL,Simplyhired
Data Analyst,ï‚· Ability to input data and information into a data system. ï‚· Accurate data entry of participant information into the Well Family data system.,"$60,000",WellFlorida Council,Gainesville,FL,Simplyhired
Data Analyst,"Utilizing programming languages (python, C#, java, etc.) to scrape data from websites. Rapidly growing, nationally recognized private wealth management firm isâ€¦","$60,000",Linden Thomas & Company,Charlotte,NC,Simplyhired
Machine Learning,"Performing quality control of curated data (data entered by third party); Masterâ€™s coursework in statistics, data science, machine learning, user experience andâ€¦","$60,000",ORAU,Research Triangle Park,NC,Simplyhired
Statistician,"Our clients generate massive amounts of scientific data via varied high throughput technologies, and such projects require systematic analysis ofâ€¦","$60,000",Sciome LLC,Research Triangle Park,NC,Simplyhired
Machine Learning,Proficient at creatively and efficiently developing data science solutions. Proficient with a wide variety of complex data science and engineering skills.,"$60,000",Purdue University,West Lafayette,IN,Simplyhired
Data Engineer,"Basic Understanding of data science concepts. 3+ Years of experience architecting and building Data Lake, Azure Big Data architecture, Enterprise Analyticsâ€¦","$60,000",First Soft Solutions [ Direct],New York,NY,Simplyhired
Machine Learning,"As part of the Residency program, you will receive dedicated mentorship from our expert instructors and faculty to cultivate your development as a dataâ€¦","$60,000",Galvanize,New York,NY,Simplyhired
Data Engineer,"The responsibilities will include management of regulatory protocols (IRB), acquisition of medical imaging and other data from medical records at Dukeâ€¦","$60,000",Duke University,Durham,NC,Simplyhired
Machine Learning,We are hiring candidates after their PhD degree and after an MS/MA degree. Machine Learning: 1 year (Required). Temporarily due to COVID-19.,"$60,598",Duke University,Durham,NC,Simplyhired
Data Analyst,"Assist in training employees on data privacy and security topics. Create, maintain, and enforce internal data privacy and security policies.","$62,318",Malk Partners,New York,NY,Simplyhired
Machine Learning,Experience with data science tool kits. Identifies data patterns and trends. Participates and provides product guidance over data science and analyticsâ€¦,"$63,919",Posh Peanut Inc.,Glendale,CA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$64,350",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Statistician,Performs data conversions to review calculations and averages to ensure publishable data. Performs data collection and survey processing activities.,"$64,649",US Geological Survey,Reston,VA,Simplyhired
Statistician,QAQC of reported water quality data. Interpretation and formal presentation or data; Creation of schemas for water quality data reporting;,"$65,000",State of Maryland,Baltimore,MD,Simplyhired
Data Analyst,5+ years data science analyst experience. Creating and editing/updating data scripts using R for use by TIU. Cyber Threat Intelligence Analysis and Reporting.,"$65,000",ACI Federalâ„¢,Falls Church,VA,Simplyhired
Statistician,Specialized Experience: One and one-half (1 1/2) years for Level III and two and one-half (2-1/2) years for Level IV of professional work experience conductingâ€¦,"$65,000",State of Hawaii,Oahu Island,HI,Simplyhired
Machine Learning,Basic understanding of containerization and image management for data science notebooks. Interprets data and from multiple sources using a variety of analyticalâ€¦,"$65,000",RADcube,Indianapolis,IN,Simplyhired
Machine Learning,2+ years of experience using data analytics and statistics. Data science: 2 years (Required). Ensure overall quality of the data & solutions throughout theâ€¦,"$65,000",LER TechForce,Dearborn,MI,Simplyhired
Machine Learning,"8+ years of OR, statistical or data mining algorithm development experience, including 5+ years of AI/ML development experience for real-world applications.","$65,000",FinTek Solutions LLC,Atlanta,GA,Simplyhired
Data Engineer,Demonstrates solid data science knowledge. Designing and developing machine learning and deep learning systems. Running machine learning tests and experiments.,"$65,000","E Cyber7 Technologies, LLC",Bowie,MD,Simplyhired
Data Analyst,Disseminate data regarding data quality and system performance measures. Assists in monitoring and providing regular updates to the organizationâ€™s managementâ€¦,"$65,267",Homeless Services Network of Central Florida,Orlando,FL,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$66,300",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Analyst,Administer and process regular data updates such as the monthly seasonal adjusted NYC employment data. Assist other OMB groups and taskforces with economic dataâ€¦,"$66,691",OFFICE OF MANAGEMENT & BUDGET,Manhattan,NY,Simplyhired
Machine Learning,"3+ years data management, including multiple data sources which refresh frequently. Experience with analysis and summary of health insurance markets, plan data,â€¦","$68,000",Consumers' Checkbook/Center for the Study of Services,Washington,DC,Simplyhired
Data Scientist,Makes arrangements preparatory to obtaining voluntary data from enterprises for which the collection of data is expected to present relatively few complexitiesâ€¦,"$68,000",US Bureau of Labor Statistics,Boston,MA,Simplyhired
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","$68,250",Institute of Neuro Innovation,Santa Monica,CA,Simplyhired
Data Scientist ,"Working experience in end to end data science project life cycles from use case framing, data collection, data exploration, model building, deployment.","$70,000",Digital Dhara,Santa Clara,CA,Simplyhired
Data Engineer,"Understanding on databases, data warehouses, data lakes. Design, build and maintain data processing pipelines. Good communication and cross functional skills.","$70,000",Digital Dhara,Santa Clara,CA,Simplyhired
Statistician,Strong data analysis and programming/simulation skills. Statistical data analysis: 3 years (Preferred). Provide statistical support including statistical designâ€¦,"$70,000",RCI,New Brunswick,NJ,Simplyhired
Data Scientist,Gathering data via advanced computerized models. Developing and revising existing data models. Extracting patterns of data through high-level algorithms.,"$70,000",Franklin IQ,Arlington,VA,Simplyhired
Data Scientist,Strong experience in manipulating data and drawing insights from large data sets. Experience working with and creating data architectures.,"$70,000",United Solutions LLC,Rockville,MD,Simplyhired
Data Engineer,"This role will have a deep understanding of data architecture, data engineering, data analysis, reporting, and a basic understanding of data science techniquesâ€¦","$70,000",United Solutions LLC,Rockville,MD,Simplyhired
Data Scientist,"Provide data science and advanced data analytics to support DHS OIG investigations. Transform strategic data requirements into data models, queries, and dataâ€¦","$70,000",Praescient Analytics,Washington,DC,Simplyhired
Data Analyst,Create data visualizations via dashboarding and other custom reports. This role supports others on the team while learning to assess online data collectionâ€¦,"$70,000",Blue Moon Digital,Denver,CO,Simplyhired
Data Analyst,Interpret and analyze data to accurately assess and demonstrate key insights into trends and opportunities. Trend Health Partners is currently seeking analystsâ€¦,"$70,000",Trend Health Partners,Hunt Valley,MD,Simplyhired
Data Scientist ,"Identify and validate data sources and pipelines, perform data manipulation routines, create new features, and perform feature selection techniques on complex,â€¦","$70,000",PIN Business Network,Englewood,CO,Simplyhired
Data Analyst,"Structure and design data visualizations to communicate data to internal stakeholders, campaigns, and strategic partners.","$70,150",Democratic Attorneys General Association,Washington,DC,Simplyhired
Data Analyst,"You have a BA degree in computer science, data analytics, data science, data/information management, economics, or related field.","$70,700",Research Foundation of The City University of New York,New York,NY,Simplyhired
Data Engineer,"Alongside, we plan to generate a portfolio of products and services related to decision making by corporate CFOs and fund CIOs, unavailable till now withoutâ€¦","$70,700","Data-Core System, Inc.",Philadelphia,PA,Simplyhired
Data Scientist ,We're looking for individuals in the data science field with the requisite education and skills to provide data-driven insights and help solve complex problemsâ€¦,"$70,700",US Council of the Inspectors General on Integrity and Efficiency,Salt Lake City,UT,Simplyhired
Data Engineer,"Required: A bachelorâ€™s degree in data science, quantitative social sciences, planning, geography, statistics, or related field is required, with considerableâ€¦","$70,700",Triangle J Council of Governments,Durham,NC,Simplyhired
Data Scientist ,The Department of Biostatistics seeks a biomedical data scientist with expertise in biostatistical consulting and analysis of biomedical data including clinicalâ€¦,"$70,700",University of Kentucky,Lexington,KY,Simplyhired
Data Analyst,"Conduct data quality assurance activities, including the identification and resolution of data errors. Master's Degree or higher in statistics, data science,â€¦","$70,700",Intellisoft Inc,Atlanta,GA,Simplyhired
Data Analyst,"The Senior Data Analyst provides data management, data analysis, and development of data dashboards for all assigned evaluation and quality improvementâ€¦","$70,700",Central Jersey Family Health Consortium,North Brunswick,NJ,Simplyhired
Data Scientist ,"Identifying data needs and proper methods for data gathering, integration, preparation, data quality and data governance. Minimum of 7 years of experience with:","$70,700",Scientific Systems and Software International Corporation,Baltimore,MD,Simplyhired
Data Analyst,Must demonstrate the ability to collect and analyze data efficiently and work within established timelines. Assists with reviewing projects to identify criticalâ€¦,"$70,700",SCRRA/Metrolink,Los Angeles,CA,Simplyhired
Data Analyst,"Analyze data to identify and interpret patterns and trends, assess data quality and eliminate irrelevant data; present findings in reports and presentations inâ€¦","$70,700",The West River Group,Chantilly,VA,Simplyhired
Data Analyst,"Practiced experience in collecting primary data, utilizing secondary data, as well as organizing and managing administrative data.","$70,700",Los Angeles Homeless Services Authority,Los Angeles,CA,Simplyhired
Data Scientist ,Works with data stewards in the testing/profiling of data and validation of newly captured data to ensure proper operation and accuracy.,"$70,700",Allstate,Northbrook,IL,Simplyhired
Data Analyst,Work with our data science and engineering teams to surface deep insights on voter behavior. At least one cycle or year of experience in politics or socialâ€¦,"$70,700",Change Research,San Francisco,CA,Simplyhired
Data Scientist,"Experience with building/tuning models inferencing against time series data. To create all quality documents, collect metrics data and conducting Audits.","$70,700",Tekshapers Inc,Rahway,NJ,Simplyhired
Data Scientist,"Client side, server side and data store experience. Experience in building chatbots or voicebots with Dialogflow or Amazon LEX. Ability to write unit tests.","$70,700","eWorld Enterprise Solutions, Inc.",Honolulu,HI,Simplyhired
Data Engineer,"Given a reference DNN design, adjust the DNN architecture such that operations or layers that are not supported on the target platform are replaced whileâ€¦","$70,700","HireIO, Inc.",Fremont,CA,Simplyhired
Data Scientist,This person will also be responsible for managing the team providing data pipeline work to the Unsupervised system. Working at Kanini is flexible and personal.,"$70,700",Kanini Software Solutions,Nashville,TN,Simplyhired
Data Scientist ,"Work on data projects and proposals involving Biz2Creditâ€™s financial services partners worldwide (banks, non-banks, debt investors, equity investors and others)â€¦","$70,700",Biz2Credit Inc,New York,NY,Simplyhired
Data Analyst,"Bachelorsâ€™ degree in marketing, statistics, data science or business administration. 3+ yearsâ€™ in marketing and data analytics. Power BI: 2 years (Preferred).","$70,700",AAA Ohio Auto Club,Worthington,OH,Simplyhired
Data Analyst,"Masterâ€™s degree in social science field with emphasis on quantitative and qualitative research and analysis or Masterâ€™s degree in information technology,â€¦","$70,700",Virginia Dept of Behavioral Health & Developmental Sv,Richmond,VA,Simplyhired
Data Analyst,"Responsible for business analytics work through all phases, including data quality, automation, data analysis, data visualization, and presentation of results.","$70,700",Metropolitan Atlanta Rapid Transit Authority (MARTA),Atlanta,GA,Simplyhired
Data Scientist ,This position will work on various business intelligence and data science projects by analyzing customer data and building machine learning applications forâ€¦,"$70,700",boberdoo.com,Madison,WI,Simplyhired
Data Scientist ,"For data scientists, the projects include assembling and statistical analyses of big clinical data, and application of machine learning and deep learningâ€¦","$70,700",UT Southwestern Medical Center,Dallas,TX,Simplyhired
Statistician,"Master's degree in information technology, computer science, information systems or equivalent field and two years of demonstrated experience with analysis,â€¦","$70,700",University of South Florida,Tampa,FL,Simplyhired
Data Scientist,Experience using business intelligence tools (e.g. Tableau) and data frameworks (e.g. Hadoop). Proven experience as a Data Scientist or Data Analyst.,"$70,700",Data Patterns,Dallas,TX,Simplyhired
Data Scientist,Orsus Research is a Quantitative Investment Firm that selects securities based on quantitative analysis. We employ computer-based models and machine learningâ€¦,"$70,700",Orsus Research,New York,NY,Simplyhired
Data Engineer,"Work experience related to data engineering, information, and data management. Data Engineers work with data consumers to create and populate optimal dataâ€¦","$70,700",Central Intelligence Agency,Washington,DC,Simplyhired
Statistician,"Experience includes conducting energy studies and developing mathematical methods and techniques; developing mathematical/statistical techniques, approaches andâ€¦","$70,700",US Department of Energy,Anchorage,AK,Simplyhired
Data Scientist,"Provided architectural guidance around implementing parallelism, concurrency, security (authentication, authorization) on On-prem and Cloud based Data scienceâ€¦","$70,700",Global Soft Technologies LLC,Matthews,NC,Simplyhired
Data Engineer,"Knowledge in three of the following technical disciplines: data warehousing, big data management, analytics development, data science, application programmingâ€¦","$70,700",Golden Technology Inc,Blue Ash,OH,Simplyhired
Data Scientist ,"Directs the data gathering, data processing and data mining of large and complex datasets. Participates in the data gathering, data processing and data miningâ€¦","$70,700",PNC Financial Services Group,Pittsburgh,PA,Simplyhired
Data Analyst,"Previous experience in political data. Previous experience crafting narratives from unstructured data. Collect, clean, and process data sets.","$70,700",The Voter Participation Center / Center for Voter Information,Washington,DC,Simplyhired
Data Analyst,"Support the design of end-to-end data visualizations/Reporting solutions, from data extraction to the presentation, to address the clientsâ€™ needs.","$70,700",Quality Built,Denver,CO,Simplyhired
Data Analyst,"Masterâ€™s degree with coursework in data analysis or data science. Additionally, the ability to set up a platform for data visualization is preferred.","$70,700","Decision Information Resources, Inc",Washington,DC,Simplyhired
Data Scientist,Relevant experience in data analysis or data science projects with quick understanding of new technologies. Experience optimizing queries with large data setsâ€¦,"$70,700",International Baccalaureate,Bethesda,MD,Simplyhired
Data Scientist ,"Bachelorâ€™s degree in marketing, business, economics, data science or related field. The most successful candidates will have some capacity with beingâ€¦","$70,700",Landmark Recovery,Franklin,TN,Simplyhired
Data Analyst,"Proficient in data workflows, data collection methodologies, and data analysis. Work on data modeling, discovering insights and identifying opportunitiesâ€¦","$70,700",US Ignite,Washington,DC,Simplyhired
Data Scientist,"Work closely with a data science team implementing data analytic pipelines. Work on ingesting, storing, processing and analyzing large data sets create scalableâ€¦","$70,700",Sysvine Technologies Pvt Ltd,New York,NY,Simplyhired
Data Scientist,"Data analysis techniques (e.g., data mining and retrieval); Effective data management, data dissemination, and online on-demand practices.","$70,700",US National Geospatial-Intelligence Agency,Arnold,MO,Simplyhired
Statistician,Two years of experience as a data statistician preferred. Ability to write programs/macros to automate repetitive statistical and data tasks required.,"$70,700",Jackson Lewis P.C,Denver,CO,Simplyhired
Data Engineer,"ML apps Strong computer science fundamentals including knowledge of data structures and algorithms, computational complexity, and object oriented/functionalâ€¦","$70,700",FalconsUs,Alpharetta,GA,Simplyhired
Data Scientist,"Clustering of mixed event, real time data in order to determine clear operating regimes. The event data is process alarms from a refinery, chemical plant orâ€¦","$70,700",Millennium Software Solutions,West Kingston,RI,Simplyhired
Data Scientist ,Person may also be engaged to advice on related data science projects in that same domain. Data science: 4 years (Preferred). Machine Learning Nice to Have.,"$70,700",Con,Sunnyvale,CA,Simplyhired
Data Engineer,"Experience with data science, machine learning, and statistics. Identify the relationships among multiple sources and types of information to identifyâ€¦","$70,700",Guidehouse,New York,NY,Simplyhired
Data Analyst,"Identify data requirements, data sources and standardize data across the organization. Demonstrates ability to review data, draw conclusions and recommendâ€¦","$70,700",Agile Sourcing Partners,Orlando,FL,Simplyhired
Data Analyst,"BS Degree in data science, engineering, computer science, mathematics or related field with 2 or more years of related experience.","$70,700",Imidex,Denver,CO,Simplyhired
Data Analyst,"Technical understanding of data models, database design, data mining and segmentation techniques. Knowledge of common web frameworks for data visualization suchâ€¦","$70,700",Perez Art Museum Miami,Miami,FL,Simplyhired
Data Analyst,"Write SQL queries for reporting, ETL, and general data analysis. Queries range in complexity depending on use case, but often require querying relational data.","$70,700",City of Philadelphia,Philadelphia,PA,Simplyhired
Data Analyst,"Bachelorâ€™s degree and/or advanced certification in computer science, data science, or similar technical field; or 4 years of experience using software for dataâ€¦","$70,700",North Carolina State University,Raleigh,NC,Simplyhired
Data Scientist ,Minimum four (4) years of experience developing data analytics or data science solutions. Ability to manipulate data from multiple structured and unstructuredâ€¦,"$70,700",Atlas Executive Consulting,North Charleston,SC,Simplyhired
Data Scientist,2+ relevant experience within data science or analysis. The Data Scientist will join a team responsible for developing advanced analytics products; applyingâ€¦,"$70,700",Cognowiz Solutions,Herndon,VA,Simplyhired
Data Analyst,"Working with large data sets and analyzing data from various sources. Human Resources processes and data. Interpreting, presenting and explaining data.","$70,700",Central Intelligence Agency,Washington,DC,Simplyhired
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"$70,700",Pfizer,Collegeville,PA,Simplyhired
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"$70,700",Pfizer,Collegeville,PA,Simplyhired
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"$70,700",Pfizer,Collegeville,PA,Simplyhired
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"$70,700",Pfizer,Collegeville,PA,Simplyhired
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"$70,700",Pfizer,Collegeville,PA,Simplyhired
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"$70,700",Pfizer,Collegeville,PA,Simplyhired
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"$70,700",Pfizer,Collegeville,PA,Simplyhired
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"$70,700",Pfizer,Collegeville,PA,Simplyhired
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"$70,700",Pfizer,Collegeville,PA,Simplyhired
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"$70,700",Pfizer,Collegeville,PA,Simplyhired
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"$70,700",Pfizer,Collegeville,PA,Simplyhired
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"$70,700",Pfizer,Collegeville,PA,Simplyhired
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"$70,700",Pfizer,Collegeville,PA,Simplyhired
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"$70,700",Pfizer,Collegeville,PA,Simplyhired
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"$70,700",Pfizer,Collegeville,PA,Simplyhired
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"$70,700",Pfizer,Collegeville,PA,Simplyhired
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"$70,700",Pfizer,Collegeville,PA,Simplyhired
