company,description,location,title,salary,job site
TechTrueUP,"Experience in a data science, data analyst, business analytics, business intelligence or comparable role. Ability to communicate and provide meaningful businessâ€¦",Remote,Data Analyst,"$65,000 ",Simplyhired
LER TechForce,2+ years of experience using data analytics and statistics. Data science: 2 years (Required). Ensure overall quality of the data & solutions throughout theâ€¦,"Dearborn, MI",Machine Learning,"$65,000 ",Simplyhired
FinTek Solutions LLC,"8+ years of OR, statistical or data mining algorithm development experience, including 5+ years of AI/ML development experience for real-world applications.","Atlanta, GA",Machine Learning,"$65,000 ",Simplyhired
"E Cyber7 Technologies, LLC",Demonstrates solid data science knowledge. Designing and developing machine learning and deep learning systems. Running machine learning tests and experiments.,"Bowie, MD",Data Engineer,"$65,000 ",Simplyhired
Homeless Services Network of Central Florida,Disseminate data regarding data quality and system performance measures. Assists in monitoring and providing regular updates to the organizationâ€™s managementâ€¦,"Orlando, FL",Data Analyst,"$65,267 ",Simplyhired
ArcVera Renewables,"Knowledge of data science concepts such as machine learning. Masterâ€™s degree in a physical science, engineering, data science or statistics from an accreditedâ€¦",Remote,Data Engineer,"$65,597 ",Simplyhired
Cloudmed (Formerly Revint Solutions),Identify gaps in our data collection and collaborate with Sales / Marketing / Finance on data capture specifications. Microsoft Powerpoint: 1 year (Preferred).,Remote,Data Analyst,"$66,000 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$66,300 ",Simplyhired
OFFICE OF MANAGEMENT & BUDGET,Administer and process regular data updates such as the monthly seasonal adjusted NYC employment data. Assist other OMB groups and taskforces with economic dataâ€¦,"Manhattan, NY",Data Analyst,"$66,691 ",Simplyhired
Consumers' Checkbook/Center for the Study of Services,"3+ years data management, including multiple data sources which refresh frequently. Experience with analysis and summary of health insurance markets, plan data,â€¦","Washington, DC",Machine Learning,"$68,000 ",Simplyhired
US Bureau of Labor Statistics,Makes arrangements preparatory to obtaining voluntary data from enterprises for which the collection of data is expected to present relatively few complexitiesâ€¦,"Boston, MA",Data Scientist,"$68,000 ",Simplyhired
Institute of Neuro Innovation,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.","Santa Monica, CA",Data Analyst,"$68,250 ",Simplyhired
Compugra Systems Inc,Define metrics to measure the quality of data and overall effectiveness of the data governance program over time Partner with the data engineering and dataâ€¦,Remote,Data Analyst,"$70,000 ",Simplyhired
Digital Dhara,"Working experience in end to end data science project life cycles from use case framing, data collection, data exploration, model building, deployment.","Santa Clara, CA",Data Scientist ,"$70,000 ",Simplyhired
Digital Dhara,"Understanding on databases, data warehouses, data lakes. Design, build and maintain data processing pipelines. Good communication and cross functional skills.","Santa Clara, CA",Data Engineer,"$70,000 ",Simplyhired
RCI,Strong data analysis and programming/simulation skills. Statistical data analysis: 3 years (Preferred). Provide statistical support including statistical designâ€¦,"New Brunswick, NJ",Statistician,"$70,000 ",Simplyhired
Franklin IQ,Gathering data via advanced computerized models. Developing and revising existing data models. Extracting patterns of data through high-level algorithms.,"Arlington, VA",Data Scientist,"$70,000 ",Simplyhired
United Solutions LLC,Strong experience in manipulating data and drawing insights from large data sets. Experience working with and creating data architectures.,"Rockville, MD",Data Scientist,"$70,000 ",Simplyhired
United Solutions LLC,"This role will have a deep understanding of data architecture, data engineering, data analysis, reporting, and a basic understanding of data science techniquesâ€¦","Rockville, MD",Data Engineer,"$70,000 ",Simplyhired
Praescient Analytics,"Provide data science and advanced data analytics to support DHS OIG investigations. Transform strategic data requirements into data models, queries, and dataâ€¦","Washington, DC",Data Scientist,"$70,000 ",Simplyhired
Blue Moon Digital,Create data visualizations via dashboarding and other custom reports. This role supports others on the team while learning to assess online data collectionâ€¦,"Denver, CO",Data Analyst,"$70,000 ",Simplyhired
Trend Health Partners,Interpret and analyze data to accurately assess and demonstrate key insights into trends and opportunities. Trend Health Partners is currently seeking analystsâ€¦,"Hunt Valley, MD",Data Analyst,"$70,000 ",Simplyhired
PIN Business Network,"Identify and validate data sources and pipelines, perform data manipulation routines, create new features, and perform feature selection techniques on complex,â€¦","Englewood, CO",Data Scientist ,"$70,000 ",Simplyhired
Democratic Attorneys General Association,"Structure and design data visualizations to communicate data to internal stakeholders, campaigns, and strategic partners.","Washington, DC",Data Analyst,"$70,150 ",Simplyhired
Veoci,"Manage, analyze, organize, and present complex data. Advanced knowledge of Excel (pivot tables, data mining, complex reporting). Remote or New Haven, CT - HQ*.",Remote,Data Analyst,"$70,700 ",Simplyhired
Audiohook,Present information using data visualization techniques. Identify valuable data sources and automate collection processes. Analytical mind and business acumen.,Remote,Data Scientist,"$70,700 ",Simplyhired
Research Foundation of The City University of New York,"You have a BA degree in computer science, data analytics, data science, data/information management, economics, or related field.","New York, NY",Data Analyst,"$70,700 ",Simplyhired
"Data-Core System, Inc.","Alongside, we plan to generate a portfolio of products and services related to decision making by corporate CFOs and fund CIOs, unavailable till now withoutâ€¦","Philadelphia, PA",Data Engineer,"$70,700 ",Simplyhired
Data Crunch Corp,*Job Description* We are looking for someone who loves teaching and also loves Python for data science. We are a group of passionate instructors who help ourâ€¦,Remote,Data Analyst,"$70,700 ",Simplyhired
US Council of the Inspectors General on Integrity and Efficiency,We're looking for individuals in the data science field with the requisite education and skills to provide data-driven insights and help solve complex problemsâ€¦,"Salt Lake City, UT",Data Scientist ,"$70,700 ",Simplyhired
Triangle J Council of Governments,"Required: A bachelorâ€™s degree in data science, quantitative social sciences, planning, geography, statistics, or related field is required, with considerableâ€¦","Durham, NC",Data Engineer,"$70,700 ",Simplyhired
University of Kentucky,The Department of Biostatistics seeks a biomedical data scientist with expertise in biostatistical consulting and analysis of biomedical data including clinicalâ€¦,"Lexington, KY",Data Scientist ,"$70,700 ",Simplyhired
Intellisoft Inc,"Conduct data quality assurance activities, including the identification and resolution of data errors. Master's Degree or higher in statistics, data science,â€¦","Atlanta, GA",Data Analyst,"$70,700 ",Simplyhired
Kanini Software Solutions,"Experience with data science and machine learning analyses is a plus. Experience working with big data technologies is a plus (Hadoop, Spark).",Remote,Data Scientist,"$70,700 ",Simplyhired
Risk management,"We are seeking a senior *Individual life underwriter* with at least 10 years of experience in all three areas below: Job Types: Full-time, Part-time, Contract.",Remote,Data Scientist,"$70,700 ",Simplyhired
Central Jersey Family Health Consortium,"The Senior Data Analyst provides data management, data analysis, and development of data dashboards for all assigned evaluation and quality improvementâ€¦","North Brunswick, NJ",Data Analyst,"$70,700 ",Simplyhired
FT Optimize,A love of data and the ability to take data and turn it into an insightful story and decisions. 10% - Develop and employ successful data driven strategies toâ€¦,Remote,Data Analyst,"$70,700 ",Simplyhired
Scientific Systems and Software International Corporation,"Identifying data needs and proper methods for data gathering, integration, preparation, data quality and data governance. Minimum of 7 years of experience with:","Baltimore, MD",Data Scientist ,"$70,700 ",Simplyhired
SCRRA/Metrolink,Must demonstrate the ability to collect and analyze data efficiently and work within established timelines. Assists with reviewing projects to identify criticalâ€¦,"Los Angeles, CA",Data Analyst,"$70,700 ",Simplyhired
The West River Group,"Analyze data to identify and interpret patterns and trends, assess data quality and eliminate irrelevant data; present findings in reports and presentations inâ€¦","Chantilly, VA",Data Analyst,"$70,700 ",Simplyhired
Los Angeles Homeless Services Authority,"Practiced experience in collecting primary data, utilizing secondary data, as well as organizing and managing administrative data.","Los Angeles, CA",Data Analyst,"$70,700 ",Simplyhired
Allstate,Works with data stewards in the testing/profiling of data and validation of newly captured data to ensure proper operation and accuracy.,"Northbrook, IL",Data Scientist ,"$70,700 ",Simplyhired
Sustainable Living Lab,"Prior working experience at a Community College or University level in a content development/training/mentoring role is a must. Job Types: Full-time, Contract.",Remote,Data Engineer,"$70,700 ",Simplyhired
Change Research,Work with our data science and engineering teams to surface deep insights on voter behavior. At least one cycle or year of experience in politics or socialâ€¦,"San Francisco, CA",Data Analyst,"$70,700 ",Simplyhired
Tekshapers Inc,"Experience with building/tuning models inferencing against time series data. To create all quality documents, collect metrics data and conducting Audits.","Rahway, NJ",Data Scientist,"$70,700 ",Simplyhired
"eWorld Enterprise Solutions, Inc.","Client side, server side and data store experience. Experience in building chatbots or voicebots with Dialogflow or Amazon LEX. Ability to write unit tests.","Honolulu, HI",Data Scientist,"$70,700 ",Simplyhired
"HireIO, Inc.","Given a reference DNN design, adjust the DNN architecture such that operations or layers that are not supported on the target platform are replaced whileâ€¦","Fremont, CA",Data Engineer,"$70,700 ",Simplyhired
Digital Dhara,Should be able to manage the team to deliver the each release on time with sprint deadlines. Hands on advance level python Coding.,Remote,Data Engineer,"$70,700 ",Simplyhired
Kanini Software Solutions,This person will also be responsible for managing the team providing data pipeline work to the Unsupervised system. Working at Kanini is flexible and personal.,"Nashville, TN",Data Scientist,"$70,700 ",Simplyhired
Biz2Credit Inc,"Work on data projects and proposals involving Biz2Creditâ€™s financial services partners worldwide (banks, non-banks, debt investors, equity investors and others)â€¦","New York, NY",Data Scientist ,"$70,700 ",Simplyhired
AAA Ohio Auto Club,"Bachelorsâ€™ degree in marketing, statistics, data science or business administration. 3+ yearsâ€™ in marketing and data analytics. Power BI: 2 years (Preferred).","Worthington, OHÂ +1 location",Data Analyst,"$70,700 ",Simplyhired
BadVR,"Plan data pipelines for live streams and data warehouses. You will work closely with data architects, other data engineers, data scientists, and businessâ€¦",Remote,Data Engineer,"$70,700 ",Simplyhired
Virginia Dept of Behavioral Health & Developmental Sv,"Masterâ€™s degree in social science field with emphasis on quantitative and qualitative research and analysis or Masterâ€™s degree in information technology,â€¦","Richmond, VA",Data Analyst,"$70,700 ",Simplyhired
Metropolitan Atlanta Rapid Transit Authority (MARTA),"Responsible for business analytics work through all phases, including data quality, automation, data analysis, data visualization, and presentation of results.","Atlanta, GA",Data Analyst,"$70,700 ",Simplyhired
boberdoo.com,This position will work on various business intelligence and data science projects by analyzing customer data and building machine learning applications forâ€¦,"Madison, WI",Data Scientist ,"$70,700 ",Simplyhired
UT Southwestern Medical Center,"For data scientists, the projects include assembling and statistical analyses of big clinical data, and application of machine learning and deep learningâ€¦","Dallas, TX",Data Scientist ,"$70,700 ",Simplyhired
University of South Florida,"Master's degree in information technology, computer science, information systems or equivalent field and two years of demonstrated experience with analysis,â€¦","Tampa, FL",Statistician,"$70,700 ",Simplyhired
Viridios AI,"Advanced data exploration and visualization skills. Bachelorâ€™s degree in any technical subject (e.g., computer science, engineering, physics, mathematics, etc).",Remote,Data Scientist ,"$70,700 ",Simplyhired
Data Patterns,Experience using business intelligence tools (e.g. Tableau) and data frameworks (e.g. Hadoop). Proven experience as a Data Scientist or Data Analyst.,"Dallas, TX",Data Scientist,"$70,700 ",Simplyhired
Orsus Research,Orsus Research is a Quantitative Investment Firm that selects securities based on quantitative analysis. We employ computer-based models and machine learningâ€¦,"New York, NY",Data Scientist,"$70,700 ",Simplyhired
Central Intelligence Agency,"Work experience related to data engineering, information, and data management. Data Engineers work with data consumers to create and populate optimal dataâ€¦","Washington, DC",Data Engineer,"$70,700 ",Simplyhired
US Department of Energy,"Experience includes conducting energy studies and developing mathematical methods and techniques; developing mathematical/statistical techniques, approaches andâ€¦","Anchorage, AK",Statistician,"$70,700 ",Simplyhired
"Tek-Tree, LLC","Data science: 4 years (Required). One of the scripting language python etc. SQL and PL/SQL development, including code debugging, query analysis and performanceâ€¦",Remote,Data Scientist ,"$70,700 ",Simplyhired
Neal Analytics,"This Data Analyst will require significant experience analyzing data looking for basic patterns and performing business-rule data validation, then producingâ€¦",Remote,Data Analyst,"$70,700 ",Simplyhired
Global Soft Technologies LLC,"Provided architectural guidance around implementing parallelism, concurrency, security (authentication, authorization) on On-prem and Cloud based Data scienceâ€¦","Matthews, NC",Data Scientist,"$70,700 ",Simplyhired
Golden Technology Inc,"Knowledge in three of the following technical disciplines: data warehousing, big data management, analytics development, data science, application programmingâ€¦","Blue Ash, OH",Data Engineer,"$70,700 ",Simplyhired
PNC Financial Services Group,"Directs the data gathering, data processing and data mining of large and complex datasets. Participates in the data gathering, data processing and data miningâ€¦","Pittsburgh, PA",Data Scientist ,"$70,700 ",Simplyhired
The Voter Participation Center / Center for Voter Information,"Previous experience in political data. Previous experience crafting narratives from unstructured data. Collect, clean, and process data sets.","Washington, DC",Data Analyst,"$70,700 ",Simplyhired
Quality Built,"Support the design of end-to-end data visualizations/Reporting solutions, from data extraction to the presentation, to address the clientsâ€™ needs.","Denver, COÂ +4 locations",Data Analyst,"$70,700 ",Simplyhired
"Decision Information Resources, Inc","Masterâ€™s degree with coursework in data analysis or data science. Additionally, the ability to set up a platform for data visualization is preferred.","Washington, DC",Data Analyst,"$70,700 ",Simplyhired
International Baccalaureate,Relevant experience in data analysis or data science projects with quick understanding of new technologies. Experience optimizing queries with large data setsâ€¦,"Bethesda, MD",Data Scientist,"$70,700 ",Simplyhired
Landmark Recovery,"Bachelorâ€™s degree in marketing, business, economics, data science or related field. The most successful candidates will have some capacity with beingâ€¦","Franklin, TN",Data Scientist ,"$70,700 ",Simplyhired
US Ignite,"Proficient in data workflows, data collection methodologies, and data analysis. Work on data modeling, discovering insights and identifying opportunitiesâ€¦","Washington, DC",Data Analyst,"$70,700 ",Simplyhired
ForMotiv,"You will work directly with the technology, data science, and management teams. Using modern technologies for data science, AI and ML, we analyze behavioralâ€¦",Remote,Data Engineer,"$70,700 ",Simplyhired
Sysvine Technologies Pvt Ltd,"Work closely with a data science team implementing data analytic pipelines. Work on ingesting, storing, processing and analyzing large data sets create scalableâ€¦","New York, NY",Data Scientist,"$70,700 ",Simplyhired
US National Geospatial-Intelligence Agency,"Data analysis techniques (e.g., data mining and retrieval); Effective data management, data dissemination, and online on-demand practices.","Arnold, MO",Data Scientist,"$70,700 ",Simplyhired
Jackson Lewis P.C,Two years of experience as a data statistician preferred. Ability to write programs/macros to automate repetitive statistical and data tasks required.,"Denver, CO",Statistician,"$70,700 ",Simplyhired
Wikimedia Foundation,"Comfortable working with data-related python and/or R packages for data cleaning and modeling. In this role, you will work with fellow data professionals,â€¦",RemoteÂ +1 location,Data Analyst,"$70,700 ",Simplyhired
FalconsUs,"ML apps Strong computer science fundamentals including knowledge of data structures and algorithms, computational complexity, and object oriented/functionalâ€¦","Alpharetta, GAÂ +1 location",Data Engineer,"$70,700 ",Simplyhired
Indeed,"Strong in person and email communication skills, to tell data stories to non-technical audiences. In this role as an Operations Analyst, youâ€™ll support ourâ€¦",Remote,Data Analyst,"$70,700 ",Simplyhired
Millennium Software Solutions,"Clustering of mixed event, real time data in order to determine clear operating regimes. The event data is process alarms from a refinery, chemical plant orâ€¦","West Kingston, RI",Data Scientist,"$70,700 ",Simplyhired
Con,Person may also be engaged to advice on related data science projects in that same domain. Data science: 4 years (Preferred). Machine Learning Nice to Have.,"Sunnyvale, CA",Data Scientist ,"$70,700 ",Simplyhired
Guidehouse,"Experience with data science, machine learning, and statistics. Identify the relationships among multiple sources and types of information to identifyâ€¦","New York, NY",Data Engineer,"$70,700 ",Simplyhired
"Radiologics, Inc.","3+ years of experience in data science/management. Develop, containerize, and maintain customersâ€™ data science workflows. Familiarity with the XNAT platform.",Remote,Data Engineer,"$70,700 ",Simplyhired
Agile Sourcing Partners,"Identify data requirements, data sources and standardize data across the organization. Demonstrates ability to review data, draw conclusions and recommendâ€¦","Orlando, FL",Data Analyst,"$70,700 ",Simplyhired
Imidex,"BS Degree in data science, engineering, computer science, mathematics or related field with 2 or more years of related experience.","Denver, CO",Data Analyst,"$70,700 ",Simplyhired
Myers Media Group,"> 3 years experience in processing data with Python, SQL, and other data tools. Processing data with Python, SQL, and other data tools: 2 years (Required).",Remote,Data Engineer,"$70,700 ",Simplyhired
Perez Art Museum Miami,"Technical understanding of data models, database design, data mining and segmentation techniques. Knowledge of common web frameworks for data visualization suchâ€¦","Miami, FL",Data Analyst,"$70,700 ",Simplyhired
Formstack,"An absolute passion for data, data-science, visualization, and analytics. Coordinate with other teams and departments (e.g. Data Engineering, Revenue Operationsâ€¦",Remote,Data Analyst,"$70,700 ",Simplyhired
City of Philadelphia,"Write SQL queries for reporting, ETL, and general data analysis. Queries range in complexity depending on use case, but often require querying relational data.","Philadelphia, PA",Data Analyst,"$70,700 ",Simplyhired
North Carolina State University,"Bachelorâ€™s degree and/or advanced certification in computer science, data science, or similar technical field; or 4 years of experience using software for dataâ€¦","Raleigh, NC",Data Analyst,"$70,700 ",Simplyhired
Atlas Executive Consulting,Minimum four (4) years of experience developing data analytics or data science solutions. Ability to manipulate data from multiple structured and unstructuredâ€¦,"North Charleston, SC",Data Scientist ,"$70,700 ",Simplyhired
Worthwhile,"The Data Engineer will also be responsible for data architecture that defines data models for new systems, selecting the best data storage solution for a givenâ€¦",Remote,Data Engineer,"$70,700 ",Simplyhired
Cognowiz Solutions,2+ relevant experience within data science or analysis. The Data Scientist will join a team responsible for developing advanced analytics products; applyingâ€¦,"Herndon, VA",Data Scientist,"$70,700 ",Simplyhired
Central Intelligence Agency,"Working with large data sets and analyzing data from various sources. Human Resources processes and data. Interpreting, presenting and explaining data.","Washington, DC",Data Analyst,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
Pfizer,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,"Collegeville, PA",Statistician,"$70,700 ",Simplyhired
