title,jobtype,location,description
Data Scientist,100% Remote Job, MN,"
            The staff <b>data</b> scientist will help identify opportunities for developing <b>data</b>-driven products, build scalable models that support business decisions, &amp; present insights. Requires three or more years' experience depending on education level. Remote role.
        "
Data Scientist,100% Remote Job, IA,"
            The staff <b>data</b> scientist will help identify opportunities for developing <b>data</b>-driven products, build scalable models that support business decisions, &amp; present insights. Requires three or more years' experience depending on education level. Remote role.
        "
Data Scientist,100% Remote Job, MO,"
            The staff <b>data</b> scientist will help identify opportunities for developing <b>data</b>-driven products, build scalable models that support business decisions, &amp; present insights. Requires three or more years' experience depending on education level. Remote role.
        "
Data Scientist,100% Remote Job, AR,"
            The staff <b>data</b> scientist will help identify opportunities for developing <b>data</b>-driven products, build scalable models that support business decisions, &amp; present insights. Requires three or more years' experience depending on education level. Remote role.
        "
Data Scientist,100% Remote Job, LA,"
            The staff <b>data</b> scientist will help identify opportunities for developing <b>data</b>-driven products, build scalable models that support business decisions, &amp; present insights. Requires three or more years' experience depending on education level. Remote role.
        "
Data Scientist,100% Remote Job, WI,"
            The staff <b>data</b> scientist will help identify opportunities for developing <b>data</b>-driven products, build scalable models that support business decisions, &amp; present insights. Requires three or more years' experience depending on education level. Remote role.
        "
Data Scientist,100% Remote Job, IL,"
            The staff <b>data</b> scientist will help identify opportunities for developing <b>data</b>-driven products, build scalable models that support business decisions, &amp; present insights. Requires three or more years' experience depending on education level. Remote role.
        "
Data Scientist,100% Remote Job, KY,"
            The staff <b>data</b> scientist will help identify opportunities for developing <b>data</b>-driven products, build scalable models that support business decisions, &amp; present insights. Requires three or more years' experience depending on education level. Remote role.
        "
Data Scientist,100% Remote Job, MS,"
            The staff <b>data</b> scientist will help identify opportunities for developing <b>data</b>-driven products, build scalable models that support business decisions, &amp; present insights. Requires three or more years' experience depending on education level. Remote role.
        "
Data Scientist,100% Remote Job, AL,"
            The staff <b>data</b> scientist will help identify opportunities for developing <b>data</b>-driven products, build scalable models that support business decisions, &amp; present insights. Requires three or more years' experience depending on education level. Remote role.
        "
Data Scientist,Remote - During Pandemic Job, VA,"
            One-year contract position working remotely at the present time due to the virus. Provide technical consulting and support big <b>data</b> platform and advanced analytics solutions. Must have 5 years of experience, strong R Python skills, and preferably a BS.
        "
Data Scientist,100% Remote Job, CA,"
            Senior <b>Data</b> Scientist is needed for a full-time remote role. He/She will set up <b>data</b> and measurement strategies to understand the state of the company's products and operations. At least 5 years' related experience is required.
        "
Data Scientist,100% Remote Job, CA,"
            Senior <b>Data</b> Scientist is needed for a full-time remote role. He/She will set up <b>data</b> and measurement strategies to understand the state of the company's products and operations. At least 5 years' related experience is required.
        "
Data Analyst,Partial Remote Job, FL,"
            Full-time, partially remote position. Responsibilities include building &amp; improving <b>data</b> pipelines, continually improving <b>data</b> warehouse operations, monitoring, performance, &amp; quality, and automating business processes. Occasional travel required.
        "
Data Scientist,Option for Remote Job, DC,"
            The sr. <b>data</b> scientist will be developing core models for the platform, creating experiments, and addressing <b>data</b> infrastructure needs. Remote flexibility is available. Must have three to five years' exp. creating ML solutions for business problems.
        "
Data Analyst,Option for Remote Job, NY,"
            Conduct analysis on marketing <b>data</b> to support cloud-native, distributed SQL databases. Create strategy, evaluate campaign performance, and give recommendations. Must have 4 years of <b>data</b> analysis experience. Flexible and remote hours offered.
        "
Data Analyst,Option for Remote Job, CA,"
            Conduct analysis on marketing <b>data</b> to support cloud-native, distributed SQL databases. Create strategy, evaluate campaign performance, and give recommendations. Must have 4 years of <b>data</b> analysis experience. Flexible and remote hours offered.
        "
Data Analyst,Option for Remote Job, CA,"
            Optional remote job for candidate who will perform rapid prototyping of experimental solutions, build and own business intelligence dashboards, optimize supply chain and logistics, and analyze large <b>data</b> sets. Three years' <b>data</b> analytics exp. req.
        "
Data Analyst,Remote - During Pandemic Job, NY,"
            Focus on delivering analysis and use <b>data</b> to drive the future direction and roll-out of a product, establish success metrics, execute a A/B testing roadmap and build dashboards and other reports. Remote work allowed during COVID-19.
        "
Data Analyst,100% Remote Job, NY,"
            Be accountable for performing modeling and analysis of unstructured/structured datasets to create reports, metrics, and visualizations of patterns and trends, drive projects, and support efforts to review high volumes of <b>data</b>. Telework.
        "
Data Engineer,Option for Remote Job, IL,"
            The staff engineer will take on full stack ownership of product design &amp; implementation while working on high-velocity AI services &amp; <b>data</b> products. Must have at least five years' professional experience &amp; an advanced degree. WFH options are available.
        "
Data Engineer,Option for Remote Job, AZ,"
            The staff engineer will take on full stack ownership of product design &amp; implementation while working on high-velocity AI services &amp; <b>data</b> products. Must have at least five years' professional experience &amp; an advanced degree. WFH options are available.
        "
Data scientist,Partial Remote Job,VA,"
            The sr. solutions architect will craft cloud architectures &amp; sales strategies, serve as a customer advocate, &amp; deliver customer training. Requires at least 10 years' design, implementation, &amp; consulting exp. with enterprise applications. Partially remote.
        "
Data scientist,Partial Remote Job, DC,"
            The sr. solutions architect will craft cloud architectures &amp; sales strategies, serve as a customer advocate, &amp; deliver customer training. Requires at least 10 years' design, implementation, &amp; consulting exp. with enterprise applications. Partially remote.
        "
Data scientist,Partial Remote Job,MN,"
            Full-time position. Will collaborate with team, execute sales strategies, migrate applications and educate customers. Bachelor's degree and 10+ years' related experience required. Partially remote with travel.
        "
Data Engineer,Option for Remote Job, NY,"
            Implement the <b>data</b> pipeline cloud, manage the cloud architecture, and mentor the team. Must have at least 5 years' experience developing/managing scalable <b>data</b> pipelines in the cloud and 4+ years' ML engineering experience. Remote options.
        "
Data Scientist,Remote - During Pandemic Job, CT,"
            Be responsible for building, scaling, and architecting one of the largest big <b>data</b> platforms in online recruiting. Must have a bachelor's degree and 10 years of experience. Full-time, remote position.
        "
Data Analyst,Remote - During Pandemic Job, NY,"
            The sr. <b>data</b> analyst will work on statistical modeling, analyze datasets, own project areas, and develop visualizations and reports. Five to eight years' experience is typically required. Due to the pandemic, the staff members are currently teleworking.
        "
Data Analyst,Remote - During Pandemic Job, CA,"
            F/T senior <b>data</b> analyst will perform statistical modeling and analysis of structured and unstructured datasets to develop metrics, reports, and visualizations of trends and patterns. Bachelor's degree and 5-8 yrs of exp required. Remote during pandemic.
        "
Data Analyst,Remote - During Pandemic Job, MA,"
            Build reports and dashboards, along with looking for trends that will have a positive impact on revenue. Must have a bachelor's degree and 5+ years of experience in a <b>data</b> analysis role. Full-time, remote position for $90-$120K.
        "
Data Analyst,Remote - During Pandemic Job, MA,"
            Build reports and dashboards, along with looking for trends that will have a positive impact on revenue. Must have a bachelor's degree and 5+ years of experience in a <b>data</b> analysis role. Full-time, remote position for $90-$120K.
        "
Data Analyst,Remote - During Pandemic Job, PA,"
            Full-time job, remote during pandemic. Needs a bachelor's degree and three years' analytics experience. Execute <b>data</b> analytics services supporting the audit department, identify and recommend tools and software to improve program and write SQL queries.
        "
Data Analyst,100% Remote Job, CA,"
            Full-time, remote. Analyze <b>data</b> and ensure accuracy, maintain databases and dashboards, write reporting and visualizations, and use insights to assist with business decision making. Requires BA and 2 years' experience, plus strong time management skills.
        "
Data Scientist,Remote - During Pandemic Job, IL,"
            Develop new ideas into AI/ML-driven products using the company's wealth of natural and organic retailer <b>data</b>. Must have 4+ years of experience using python in a retail analytics context. Full-time, remote position.
        "
Data Scientist,Remote - During Pandemic Job, IL,"
            Remote position will be responsible for end-to-end execution of new client engagements, build predictive models, create materials/solutions, create/implement solutions, and identify opportunities in process. BA degree required and experience. 
        "
Data Scientist,100% Remote Job, TX,"
            Seeking a lead <b>data</b> scientist engineer with at least a decade of exp. Tasks include analyzing <b>data</b> to drive process/product optimization, developing <b>data</b> models &amp; algorithms, evaluating <b>data</b> sources, &amp; building an A/B testing framework. Remote role.
        "
Data Engineer,100% Remote Job, CA,"
            Mid to Senior <b>Data</b> Engineer needed for a remote position will work on building out new ETLs, set up both batch <b>data</b>, stream <b>data</b> services, and build out cloud <b>data</b> warehouses. BS degree required and five years of <b>data</b> engineering experience.
        "
Data Scientist,Option for Remote Job, MN,"
            Remote position will lead major/complex projects, delegation of work/review of work products, propose solutions, provide guidance, coaching/training to other employees, and integrate subject matter expertise. BA degree required and five years of exp. 
        "
Data Engineer,Remote - During Pandemic Job, CA,"
            The sr. manager will oversee <b>data</b> engineering teams, collaborate on strategic roadmaps, &amp; support the delivery of <b>data</b> solutions. At least 10 to 15 years' managerial experience with <b>data</b> delivery &amp; <b>data</b> teams is required. The role is remote during COVID.
        "
Data Engineer,Remote - During Pandemic Job, CA,"
            The sr. manager will oversee <b>data</b> engineering teams, collaborate on strategic roadmaps, &amp; support the delivery of <b>data</b> solutions. At least 10 to 15 years' managerial experience with <b>data</b> delivery &amp; <b>data</b> teams is required. The role is remote during COVID.
        "
Data Scientist,Option for Remote Job, NY,"
<b>Data</b> scientist will apply <b>data</b> analysis and causal inference to answer questions about users, design experiments, and evaluate results to influence new product design. Must have 3+ years' industry experience, and have expert SQL skills. Remote options.
        "
Data Scientist,Remote - During Pandemic Job, IL,"
            Work-at-home role creating <b>data</b> and analytics solutions for political advocacy campaigns. Provide consulting, build models, and automate workflows to support clients. Must have a bachelor's degree and relevant experience along with a passion for politics.
        "
Data Scientist,Remote - During Pandemic Job, DC,"
            Work-at-home role creating <b>data</b> and analytics solutions for political advocacy campaigns. Provide consulting, build models, and automate workflows to support clients. Must have a bachelor's degree and relevant experience along with a passion for politics.
        "
Data Analyst,Remote - During Pandemic Job, NY,"
            Full-time position. Will articulate insights, respond to inquiries, develop metrics and perform statistical modeling. Bachelor's degree and 5+ years' related experience required. Remote during pandemic. 
        "
Data Scientist,Option for Remote Job, CA,"
            Centralize corporate <b>data</b> in order to gain insights, knowledge, and scalability, that empower a proactive and rigorous analysis of key business indicators. Must have a doctorate and 2+ years of experience in consulting, research, or government. WFH.
        "
Data Scientist,Option for Remote Job, CA,"
            Define quantitative metrics for product area and lead the product roadmap from strategy through execution. Must have 7+ yrs of <b>data</b> product management exp and B.S. degree in a technical field. 3+ yrs of <b>data</b> infrastructure exp is also required.
        "
Data Scientist,Option for Remote Job, TX,"
            Define quantitative metrics for product area and lead the product roadmap from strategy through execution. Must have 7+ yrs of <b>data</b> product management exp and B.S. degree in a technical field. 3+ yrs of <b>data</b> infrastructure exp is also required.
        "
Data Analyst,Freelance Job,ND,"
            Validate and ensure <b>data</b> quality on the platform via the validation, reconciliation, and execution of test cases and report findings, and identify and maintain issues with <b>data</b> quality. Temporary contract remote MST or PST position lasting 6 - 12 months.
        "
Data Analyst,Freelance Job, SD,"
            Validate and ensure <b>data</b> quality on the platform via the validation, reconciliation, and execution of test cases and report findings, and identify and maintain issues with <b>data</b> quality. Temporary contract remote MST or PST position lasting 6 - 12 months.
        "
Data Analyst,Freelance Job, NE,"
            Validate and ensure <b>data</b> quality on the platform via the validation, reconciliation, and execution of test cases and report findings, and identify and maintain issues with <b>data</b> quality. Temporary contract remote MST or PST position lasting 6 - 12 months.
        "
Data Analyst,Freelance Job, KS,"
            Validate and ensure <b>data</b> quality on the platform via the validation, reconciliation, and execution of test cases and report findings, and identify and maintain issues with <b>data</b> quality. Temporary contract remote MST or PST position lasting 6 - 12 months.
        "
Data Analyst,Freelance Job, OK,"
            Validate and ensure <b>data</b> quality on the platform via the validation, reconciliation, and execution of test cases and report findings, and identify and maintain issues with <b>data</b> quality. Temporary contract remote MST or PST position lasting 6 - 12 months.
        "
Data Analyst,Freelance Job, TX,"
            Validate and ensure <b>data</b> quality on the platform via the validation, reconciliation, and execution of test cases and report findings, and identify and maintain issues with <b>data</b> quality. Temporary contract remote MST or PST position lasting 6 - 12 months.
        "
Data Analyst,Freelance Job, MN,"
            Validate and ensure <b>data</b> quality on the platform via the validation, reconciliation, and execution of test cases and report findings, and identify and maintain issues with <b>data</b> quality. Temporary contract remote MST or PST position lasting 6 - 12 months.
        "
Data Analyst,Freelance Job, IA,"
            Validate and ensure <b>data</b> quality on the platform via the validation, reconciliation, and execution of test cases and report findings, and identify and maintain issues with <b>data</b> quality. Temporary contract remote MST or PST position lasting 6 - 12 months.
        "
Data Analyst,Freelance Job, MO,"
            Validate and ensure <b>data</b> quality on the platform via the validation, reconciliation, and execution of test cases and report findings, and identify and maintain issues with <b>data</b> quality. Temporary contract remote MST or PST position lasting 6 - 12 months.
        "
Data Analyst,Freelance Job, AR,"
            Validate and ensure <b>data</b> quality on the platform via the validation, reconciliation, and execution of test cases and report findings, and identify and maintain issues with <b>data</b> quality. Temporary contract remote MST or PST position lasting 6 - 12 months.
        "
Data Analyst,Freelance Job, LA,"
            Validate and ensure <b>data</b> quality on the platform via the validation, reconciliation, and execution of test cases and report findings, and identify and maintain issues with <b>data</b> quality. Temporary contract remote MST or PST position lasting 6 - 12 months.
        "
Data Analyst,Freelance Job, WI,"
            Validate and ensure <b>data</b> quality on the platform via the validation, reconciliation, and execution of test cases and report findings, and identify and maintain issues with <b>data</b> quality. Temporary contract remote MST or PST position lasting 6 - 12 months.
        "
Data Analyst,Freelance Job, IL,"
            Validate and ensure <b>data</b> quality on the platform via the validation, reconciliation, and execution of test cases and report findings, and identify and maintain issues with <b>data</b> quality. Temporary contract remote MST or PST position lasting 6 - 12 months.
        "
Data Analyst,Freelance Job, KY,"
            Validate and ensure <b>data</b> quality on the platform via the validation, reconciliation, and execution of test cases and report findings, and identify and maintain issues with <b>data</b> quality. Temporary contract remote MST or PST position lasting 6 - 12 months.
        "
Data Analyst,Freelance Job, MS,"
            Validate and ensure <b>data</b> quality on the platform via the validation, reconciliation, and execution of test cases and report findings, and identify and maintain issues with <b>data</b> quality. Temporary contract remote MST or PST position lasting 6 - 12 months.
        "
Data Analyst,Freelance Job, AL,"
            Validate and ensure <b>data</b> quality on the platform via the validation, reconciliation, and execution of test cases and report findings, and identify and maintain issues with <b>data</b> quality. Temporary contract remote MST or PST position lasting 6 - 12 months.
        "
Data Analyst,Freelance Job, MI,"
            Validate and ensure <b>data</b> quality on the platform via the validation, reconciliation, and execution of test cases and report findings, and identify and maintain issues with <b>data</b> quality. Temporary contract remote MST or PST position lasting 6 - 12 months.
        "
Data Analyst,Freelance Job, IN,"
            Validate and ensure <b>data</b> quality on the platform via the validation, reconciliation, and execution of test cases and report findings, and identify and maintain issues with <b>data</b> quality. Temporary contract remote MST or PST position lasting 6 - 12 months.
        "
Data Analyst,Freelance Job, TN,"
            Validate and ensure <b>data</b> quality on the platform via the validation, reconciliation, and execution of test cases and report findings, and identify and maintain issues with <b>data</b> quality. Temporary contract remote MST or PST position lasting 6 - 12 months.
        "
Data Analyst,Freelance Job, GA,"
            Validate and ensure <b>data</b> quality on the platform via the validation, reconciliation, and execution of test cases and report findings, and identify and maintain issues with <b>data</b> quality. Temporary contract remote MST or PST position lasting 6 - 12 months.
        "
Data Analyst,Freelance Job, FL,"
            Validate and ensure <b>data</b> quality on the platform via the validation, reconciliation, and execution of test cases and report findings, and identify and maintain issues with <b>data</b> quality. Temporary contract remote MST or PST position lasting 6 - 12 months.
        "
Data Analyst,Freelance Job, OH,"
            Validate and ensure <b>data</b> quality on the platform via the validation, reconciliation, and execution of test cases and report findings, and identify and maintain issues with <b>data</b> quality. Temporary contract remote MST or PST position lasting 6 - 12 months.
        "
Data Analyst,Freelance Job, NC,"
            Validate and ensure <b>data</b> quality on the platform via the validation, reconciliation, and execution of test cases and report findings, and identify and maintain issues with <b>data</b> quality. Temporary contract remote MST or PST position lasting 6 - 12 months.
        "
Data Analyst,Freelance Job, SC,"
            Validate and ensure <b>data</b> quality on the platform via the validation, reconciliation, and execution of test cases and report findings, and identify and maintain issues with <b>data</b> quality. Temporary contract remote MST or PST position lasting 6 - 12 months.
        "
Data Analyst,Freelance Job, WV,"
            Validate and ensure <b>data</b> quality on the platform via the validation, reconciliation, and execution of test cases and report findings, and identify and maintain issues with <b>data</b> quality. Temporary contract remote MST or PST position lasting 6 - 12 months.
        "
Data Analyst,Freelance Job, VA,"
            Validate and ensure <b>data</b> quality on the platform via the validation, reconciliation, and execution of test cases and report findings, and identify and maintain issues with <b>data</b> quality. Temporary contract remote MST or PST position lasting 6 - 12 months.
        "
Data Analyst,Freelance Job, PA,"
            Validate and ensure <b>data</b> quality on the platform via the validation, reconciliation, and execution of test cases and report findings, and identify and maintain issues with <b>data</b> quality. Temporary contract remote MST or PST position lasting 6 - 12 months.
        "
Data Analyst,Freelance Job, DC,"
            Validate and ensure <b>data</b> quality on the platform via the validation, reconciliation, and execution of test cases and report findings, and identify and maintain issues with <b>data</b> quality. Temporary contract remote MST or PST position lasting 6 - 12 months.
        "
Data Analyst,Freelance Job, CT,"
            Validate and ensure <b>data</b> quality on the platform via the validation, reconciliation, and execution of test cases and report findings, and identify and maintain issues with <b>data</b> quality. Temporary contract remote MST or PST position lasting 6 - 12 months.
        "
Data Analyst,Freelance Job, NJ,"
            Validate and ensure <b>data</b> quality on the platform via the validation, reconciliation, and execution of test cases and report findings, and identify and maintain issues with <b>data</b> quality. Temporary contract remote MST or PST position lasting 6 - 12 months.
        "
Data Analyst,Freelance Job, NY,"
            Validate and ensure <b>data</b> quality on the platform via the validation, reconciliation, and execution of test cases and report findings, and identify and maintain issues with <b>data</b> quality. Temporary contract remote MST or PST position lasting 6 - 12 months.
        "
Data Analyst,Freelance Job, RI,"
            Validate and ensure <b>data</b> quality on the platform via the validation, reconciliation, and execution of test cases and report findings, and identify and maintain issues with <b>data</b> quality. Temporary contract remote MST or PST position lasting 6 - 12 months.
        "
Data Analyst,Freelance Job, NH,"
            Validate and ensure <b>data</b> quality on the platform via the validation, reconciliation, and execution of test cases and report findings, and identify and maintain issues with <b>data</b> quality. Temporary contract remote MST or PST position lasting 6 - 12 months.
        "
Data Analyst,Freelance Job, ME,"
            Validate and ensure <b>data</b> quality on the platform via the validation, reconciliation, and execution of test cases and report findings, and identify and maintain issues with <b>data</b> quality. Temporary contract remote MST or PST position lasting 6 - 12 months.
        "
Data Analyst,Freelance Job, MD,"
            Validate and ensure <b>data</b> quality on the platform via the validation, reconciliation, and execution of test cases and report findings, and identify and maintain issues with <b>data</b> quality. Temporary contract remote MST or PST position lasting 6 - 12 months.
        "
Data Analyst,Freelance Job, DE,"
            Validate and ensure <b>data</b> quality on the platform via the validation, reconciliation, and execution of test cases and report findings, and identify and maintain issues with <b>data</b> quality. Temporary contract remote MST or PST position lasting 6 - 12 months.
        "
Data Analyst,Freelance Job, VT,"
            Validate and ensure <b>data</b> quality on the platform via the validation, reconciliation, and execution of test cases and report findings, and identify and maintain issues with <b>data</b> quality. Temporary contract remote MST or PST position lasting 6 - 12 months.
        "
Data Scientist,Partial Remote Job,MI,"
            Full-time, partially remote position. Duties include setting the vision for overall <b>data</b> &amp; evaluation strategy, refining outcomes through service &amp; product offerings, designing an evaluation strategy, and overseeing <b>data</b> collection. Bachelor's preferred.
        "
Data Scientist,Partial Remote Job, IN,"
            Full-time, partially remote position. Duties include setting the vision for overall <b>data</b> &amp; evaluation strategy, refining outcomes through service &amp; product offerings, designing an evaluation strategy, and overseeing <b>data</b> collection. Bachelor's preferred.
        "
Data Scientist,Partial Remote Job, KY,"
            Full-time, partially remote position. Duties include setting the vision for overall <b>data</b> &amp; evaluation strategy, refining outcomes through service &amp; product offerings, designing an evaluation strategy, and overseeing <b>data</b> collection. Bachelor's preferred.
        "
Data Scientist,Partial Remote Job, TN,"
            Full-time, partially remote position. Duties include setting the vision for overall <b>data</b> &amp; evaluation strategy, refining outcomes through service &amp; product offerings, designing an evaluation strategy, and overseeing <b>data</b> collection. Bachelor's preferred.
        "
Data Scientist,Partial Remote Job, GA,"
            Full-time, partially remote position. Duties include setting the vision for overall <b>data</b> &amp; evaluation strategy, refining outcomes through service &amp; product offerings, designing an evaluation strategy, and overseeing <b>data</b> collection. Bachelor's preferred.
        "
Data Scientist,Partial Remote Job, FL,"
            Full-time, partially remote position. Duties include setting the vision for overall <b>data</b> &amp; evaluation strategy, refining outcomes through service &amp; product offerings, designing an evaluation strategy, and overseeing <b>data</b> collection. Bachelor's preferred.
        "
Data Scientist,Partial Remote Job, OH,"
            Full-time, partially remote position. Duties include setting the vision for overall <b>data</b> &amp; evaluation strategy, refining outcomes through service &amp; product offerings, designing an evaluation strategy, and overseeing <b>data</b> collection. Bachelor's preferred.
        "
Data Scientist,Partial Remote Job, NC,"
            Full-time, partially remote position. Duties include setting the vision for overall <b>data</b> &amp; evaluation strategy, refining outcomes through service &amp; product offerings, designing an evaluation strategy, and overseeing <b>data</b> collection. Bachelor's preferred.
        "
Data Scientist,Partial Remote Job, SC,"
            Full-time, partially remote position. Duties include setting the vision for overall <b>data</b> &amp; evaluation strategy, refining outcomes through service &amp; product offerings, designing an evaluation strategy, and overseeing <b>data</b> collection. Bachelor's preferred.
        "
Data Scientist,Partial Remote Job, WV,"
            Full-time, partially remote position. Duties include setting the vision for overall <b>data</b> &amp; evaluation strategy, refining outcomes through service &amp; product offerings, designing an evaluation strategy, and overseeing <b>data</b> collection. Bachelor's preferred.
        "
Data Scientist,Partial Remote Job, VA,"
            Full-time, partially remote position. Duties include setting the vision for overall <b>data</b> &amp; evaluation strategy, refining outcomes through service &amp; product offerings, designing an evaluation strategy, and overseeing <b>data</b> collection. Bachelor's preferred.
        "
Data Scientist,Partial Remote Job, PA,"
            Full-time, partially remote position. Duties include setting the vision for overall <b>data</b> &amp; evaluation strategy, refining outcomes through service &amp; product offerings, designing an evaluation strategy, and overseeing <b>data</b> collection. Bachelor's preferred.
        "
Data Scientist,Partial Remote Job, DC,"
            Full-time, partially remote position. Duties include setting the vision for overall <b>data</b> &amp; evaluation strategy, refining outcomes through service &amp; product offerings, designing an evaluation strategy, and overseeing <b>data</b> collection. Bachelor's preferred.
        "
Data Scientist,Partial Remote Job, CT,"
            Full-time, partially remote position. Duties include setting the vision for overall <b>data</b> &amp; evaluation strategy, refining outcomes through service &amp; product offerings, designing an evaluation strategy, and overseeing <b>data</b> collection. Bachelor's preferred.
        "
Data Scientist,Partial Remote Job, NJ,"
            Full-time, partially remote position. Duties include setting the vision for overall <b>data</b> &amp; evaluation strategy, refining outcomes through service &amp; product offerings, designing an evaluation strategy, and overseeing <b>data</b> collection. Bachelor's preferred.
        "
Data Scientist,Partial Remote Job, NY,"
            Full-time, partially remote position. Duties include setting the vision for overall <b>data</b> &amp; evaluation strategy, refining outcomes through service &amp; product offerings, designing an evaluation strategy, and overseeing <b>data</b> collection. Bachelor's preferred.
        "
Data Scientist,Partial Remote Job, RI,"
            Full-time, partially remote position. Duties include setting the vision for overall <b>data</b> &amp; evaluation strategy, refining outcomes through service &amp; product offerings, designing an evaluation strategy, and overseeing <b>data</b> collection. Bachelor's preferred.
        "
Data Scientist,Partial Remote Job, NH,"
            Full-time, partially remote position. Duties include setting the vision for overall <b>data</b> &amp; evaluation strategy, refining outcomes through service &amp; product offerings, designing an evaluation strategy, and overseeing <b>data</b> collection. Bachelor's preferred.
        "
Data Scientist,Partial Remote Job, ME,"
            Full-time, partially remote position. Duties include setting the vision for overall <b>data</b> &amp; evaluation strategy, refining outcomes through service &amp; product offerings, designing an evaluation strategy, and overseeing <b>data</b> collection. Bachelor's preferred.
        "
Data Scientist,Partial Remote Job, MD,"
            Full-time, partially remote position. Duties include setting the vision for overall <b>data</b> &amp; evaluation strategy, refining outcomes through service &amp; product offerings, designing an evaluation strategy, and overseeing <b>data</b> collection. Bachelor's preferred.
        "
Data Scientist,Partial Remote Job, DE,"
            Full-time, partially remote position. Duties include setting the vision for overall <b>data</b> &amp; evaluation strategy, refining outcomes through service &amp; product offerings, designing an evaluation strategy, and overseeing <b>data</b> collection. Bachelor's preferred.
        "
Data Scientist,Partial Remote Job, VT,"
            Full-time, partially remote position. Duties include setting the vision for overall <b>data</b> &amp; evaluation strategy, refining outcomes through service &amp; product offerings, designing an evaluation strategy, and overseeing <b>data</b> collection. Bachelor's preferred.
        "
Data Analyst,100% Remote Job, TX,"
            HR <b>Data</b> Analyst is needed for a remote opportunity. The candidate will translate complex <b>data</b> into compelling stories for non-technical audiences. Must possess strong project management skills. Bachelor's degree and prior related experience req.
        "
Data Analyst,100% Remote Job, GA,"
            HR <b>Data</b> Analyst is needed for a remote opportunity. The candidate will translate complex <b>data</b> into compelling stories for non-technical audiences. Must possess strong project management skills. Bachelor's degree and prior related experience req.
        "
Data Analyst,100% Remote Job, NC,"
            HR <b>Data</b> Analyst is needed for a remote opportunity. The candidate will translate complex <b>data</b> into compelling stories for non-technical audiences. Must possess strong project management skills. Bachelor's degree and prior related experience req.
        "
Data Scientist,Remote - During Pandemic Job, PA,"
            Candidate will guide clinical teams on large scope projects, create metrics to measure clinical outcomes, and help develop analytical approaches. Must have five to seven years' exp. in healthcare financial analytics. Remote role until further notice.
        "
Data Scientist,Remote - During Pandemic Job, CA,"
            Remote-during-pandemic position for a <b>data</b> scientist, fiance analytics. Will help establish priorities and opportunities, help build analytics, help generate reporting, perform exploratory analysis, and assemble and build metrics. Need four years of exp.
        "
Data Engineer,Option for Remote Job, CA,"
            Architect, implement and maintain fault tolerant applications for <b>data</b> processing required for internal/external customers, and define repeatable patterns for real-time streaming applications. CD/CI pipeline epp is needed. Remote option.
        "
Software Engineer,Partial Remote Job,ID,"
            Partial remote position will troubleshoot issues with system implementation, manage GIS <b>data</b>, manage hosting platforms, provide/write system technical recommendations, and develop GIS applications. BS degree required and six years of experience.
        "
Data Scientist,Remote - During Pandemic Job, CA,"
            Research, design, and implement <b>data</b> models and cutting edge algorithms on high-dimensional, fast-moving, unstructured, and structured <b>data</b>. Must have a bachelor's degree and 4 years' experience in an analytics-related field. WFH to start.
        "
Data Analyst,Option for Remote Job, CA,"
            Full-time job, remote option. Needs bachelor's degree and three years' experience analyzing and interpreting <b>data</b>. Use multi-sourced <b>data</b> and marketing principles to create marketing dashboards, perform advanced analysis to understand and explain trends.
        "
Data Analyst,Option for Remote Job, OR,"
            Full-time job, remote option. Needs bachelor's degree and three years' experience analyzing and interpreting <b>data</b>. Use multi-sourced <b>data</b> and marketing principles to create marketing dashboards, perform advanced analysis to understand and explain trends.
        "
Data Analyst,Option for Remote Job, WA,"
            Full-time job, remote option. Needs bachelor's degree and three years' experience analyzing and interpreting <b>data</b>. Use multi-sourced <b>data</b> and marketing principles to create marketing dashboards, perform advanced analysis to understand and explain trends.
        "
Data Analyst,Option for Remote Job, CA,"
            Full-time job, remote option. Needs bachelor's degree and three years' experience analyzing and interpreting <b>data</b>. Use multi-sourced <b>data</b> and marketing principles to create marketing dashboards, perform advanced analysis to understand and explain trends.
        "
Data Analyst,Option for Remote Job, VA,"
            Full-time job, remote option. Needs bachelor's degree and three years' experience analyzing and interpreting <b>data</b>. Use multi-sourced <b>data</b> and marketing principles to create marketing dashboards, perform advanced analysis to understand and explain trends.
        "
Data Analyst,Option for Remote Job, DC,"
            Full-time job, remote option. Needs bachelor's degree and three years' experience analyzing and interpreting <b>data</b>. Use multi-sourced <b>data</b> and marketing principles to create marketing dashboards, perform advanced analysis to understand and explain trends.
        "
Data Analyst,Option for Remote Job, MA,"
            Full-time job, remote option. Needs bachelor's degree and three years' experience analyzing and interpreting <b>data</b>. Use multi-sourced <b>data</b> and marketing principles to create marketing dashboards, perform advanced analysis to understand and explain trends.
        "
Data Analyst,Option for Remote Job, PA,"
            Full-time job, remote option. Needs bachelor's degree and three years' experience analyzing and interpreting <b>data</b>. Use multi-sourced <b>data</b> and marketing principles to create marketing dashboards, perform advanced analysis to understand and explain trends.
        "
Data Analyst,Option for Remote Job, NY,"
            Full-time job, remote option. Needs bachelor's degree and three years' experience analyzing and interpreting <b>data</b>. Use multi-sourced <b>data</b> and marketing principles to create marketing dashboards, perform advanced analysis to understand and explain trends.
        "
