title,description,state,job_site,jobtype
Product Data Management Specialist,"
            Support portfolio management for products to drive revenue, meet profitability targets, provide support, test Master <b>Data</b> updates, support site sourcing by reviewing supplier specifications and communicate updates to <b>data</b> standards. Fully remote.
        ", TX,flexjob,Remote
Product Data Management Specialist,"
            Support portfolio management for products to drive revenue, meet profitability targets, provide support, test Master <b>Data</b> updates, support site sourcing by reviewing supplier specifications and communicate updates to <b>data</b> standards. Fully remote.
        ", TX,flexjob,Remote
Data Scientist,"
            Will be developing models, creating visualization products, building a pipeline of <b>data</b> <b>science</b> projects, &amp; collaborating on project deliverables. Must have at least a bachelor's degree &amp; <b>data</b> <b>science</b> exp. in a commercial setting. Can work remotely.
        ", IL,flexjob,Option for Remote Job
Data Scientist,"
            Will be developing models, creating visualization products, building a pipeline of <b>data</b> <b>science</b> projects, &amp; collaborating on project deliverables. Must have at least a bachelor's degree &amp; <b>data</b> <b>science</b> exp. in a commercial setting. Can work remotely.
        ", PA,flexjob,Option for Remote Job
Senior Project Manager - Quality System Implementation - Life Sciences,"
            Guide customers on ways to enhance their compliance and quality culture, define strategies, audit and/or inspect readiness and define strategies for deploying solutions across the organization. Remote job  must be able to travel. 
        ",NY,flexjob,Partial Remote Job
Senior Project Manager - Quality System Implementation - Life Sciences,"
            Guide customers on ways to enhance their compliance and quality culture, define strategies, audit and/or inspect readiness and define strategies for deploying solutions across the organization. Remote job  must be able to travel. 
        ", NJ,flexjob,Partial Remote Job
Senior Project Manager - Quality System Implementation - Life Sciences,"
            Guide customers on ways to enhance their compliance and quality culture, define strategies, audit and/or inspect readiness and define strategies for deploying solutions across the organization. Remote job  must be able to travel. 
        ", MA,flexjob,Partial Remote Job
Senior Project Manager - Quality System Implementation - Life Sciences,"
            Guide customers on ways to enhance their compliance and quality culture, define strategies, audit and/or inspect readiness and define strategies for deploying solutions across the organization. Remote job  must be able to travel. 
        ", CA,flexjob,Partial Remote Job
Senior Project Manager - Quality System Implementation - Life Sciences,"
            Guide customers on ways to enhance their compliance and quality culture, define strategies, audit and/or inspect readiness and define strategies for deploying solutions across the organization. Remote job  must be able to travel. 
        ", PA,flexjob,Partial Remote Job
Senior Project Manager - Quality System Implementation - Life Sciences,"
            Guide customers on ways to enhance their compliance and quality culture, define strategies, audit and/or inspect readiness and define strategies for deploying solutions across the organization. Remote job  must be able to travel. 
        ", IL,flexjob,Partial Remote Job
Senior Project Manager - Quality System Implementation - Life Sciences,"
            Guide customers on ways to enhance their compliance and quality culture, define strategies, audit and/or inspect readiness and define strategies for deploying solutions across the organization. Remote job  must be able to travel. 
        ", CA,flexjob,Partial Remote Job
Senior Project Manager - Quality System Implementation - Life Sciences,"
            Guide customers on ways to enhance their compliance and quality culture, define strategies, audit and/or inspect readiness and define strategies for deploying solutions across the organization. Remote job  must be able to travel. 
        ", CO,flexjob,Partial Remote Job
Senior Project Manager - Quality System Implementation - Life Sciences,"
            Guide customers on ways to enhance their compliance and quality culture, define strategies, audit and/or inspect readiness and define strategies for deploying solutions across the organization. Remote job  must be able to travel. 
        ", CA,flexjob,Partial Remote Job
Senior Project Manager - Quality System Implementation - Life Sciences,"
            Guide customers on ways to enhance their compliance and quality culture, define strategies, audit and/or inspect readiness and define strategies for deploying solutions across the organization. Remote job  must be able to travel. 
        ", NC,flexjob,Partial Remote Job
Clinical Data Manager,"
            F/T contract clinical <b>data</b> manager is responsible for all activities of clinical trial <b>data</b> management. Bachelor's degree and 2-5 years of clinical <b>data</b> management experience required. Remote during the pandemic. Temporary position.
        ", IL,flexjob,Remote - During Pandemic Job
Data and Analytics,"
            Provide in-depth business insights and accelerate the <b>data</b> <b>science</b> technology company's <b>data</b>-driven decision making. Must have a passion for helping develop advanced analytic capabilities to advance <b>data</b> <b>science</b>. Full-time, remote position.
        ", FL,flexjob,Remote
Data Scientist,"
            Conduct investigations on <b>data</b> for a wide range of clientele under deadlines. Create <b>data</b> <b>science</b> practices for various purposes. Remote-based position with travel required. Must have 2 years of <b>data</b>-centric field work including image processing or NLP.
        ",ME,flexjob,Partial Remote Job
Data Scientist,"
            Conduct investigations on <b>data</b> for a wide range of clientele under deadlines. Create <b>data</b> <b>science</b> practices for various purposes. Remote-based position with travel required. Must have 2 years of <b>data</b>-centric field work including image processing or NLP.
        ", NH,flexjob,Partial Remote Job
Data Scientist,"
            Conduct investigations on <b>data</b> for a wide range of clientele under deadlines. Create <b>data</b> <b>science</b> practices for various purposes. Remote-based position with travel required. Must have 2 years of <b>data</b>-centric field work including image processing or NLP.
        ", MA,flexjob,Partial Remote Job
Data Scientist,"
            Conduct investigations on <b>data</b> for a wide range of clientele under deadlines. Create <b>data</b> <b>science</b> practices for various purposes. Remote-based position with travel required. Must have 2 years of <b>data</b>-centric field work including image processing or NLP.
        ", RI,flexjob,Partial Remote Job
Data Scientist,"
            Conduct investigations on <b>data</b> for a wide range of clientele under deadlines. Create <b>data</b> <b>science</b> practices for various purposes. Remote-based position with travel required. Must have 2 years of <b>data</b>-centric field work including image processing or NLP.
        ", CT,flexjob,Partial Remote Job
Data Scientist,"
            Conduct investigations on <b>data</b> for a wide range of clientele under deadlines. Create <b>data</b> <b>science</b> practices for various purposes. Remote-based position with travel required. Must have 2 years of <b>data</b>-centric field work including image processing or NLP.
        ", NY,flexjob,Partial Remote Job
Data Scientist,"
            Conduct investigations on <b>data</b> for a wide range of clientele under deadlines. Create <b>data</b> <b>science</b> practices for various purposes. Remote-based position with travel required. Must have 2 years of <b>data</b>-centric field work including image processing or NLP.
        ", NJ,flexjob,Partial Remote Job
Data Scientist,"
            Conduct investigations on <b>data</b> for a wide range of clientele under deadlines. Create <b>data</b> <b>science</b> practices for various purposes. Remote-based position with travel required. Must have 2 years of <b>data</b>-centric field work including image processing or NLP.
        ", DE,flexjob,Partial Remote Job
Data Scientist,"
            Conduct investigations on <b>data</b> for a wide range of clientele under deadlines. Create <b>data</b> <b>science</b> practices for various purposes. Remote-based position with travel required. Must have 2 years of <b>data</b>-centric field work including image processing or NLP.
        ", MD,flexjob,Partial Remote Job
Data Scientist,"
            Conduct investigations on <b>data</b> for a wide range of clientele under deadlines. Create <b>data</b> <b>science</b> practices for various purposes. Remote-based position with travel required. Must have 2 years of <b>data</b>-centric field work including image processing or NLP.
        ", VA,flexjob,Partial Remote Job
Data Scientist,"
            Conduct investigations on <b>data</b> for a wide range of clientele under deadlines. Create <b>data</b> <b>science</b> practices for various purposes. Remote-based position with travel required. Must have 2 years of <b>data</b>-centric field work including image processing or NLP.
        ", NC,flexjob,Partial Remote Job
Data Scientist,"
            Conduct investigations on <b>data</b> for a wide range of clientele under deadlines. Create <b>data</b> <b>science</b> practices for various purposes. Remote-based position with travel required. Must have 2 years of <b>data</b>-centric field work including image processing or NLP.
        ", SC,flexjob,Partial Remote Job
Data Scientist,"
            Conduct investigations on <b>data</b> for a wide range of clientele under deadlines. Create <b>data</b> <b>science</b> practices for various purposes. Remote-based position with travel required. Must have 2 years of <b>data</b>-centric field work including image processing or NLP.
        ", GA,flexjob,Partial Remote Job
Data Scientist,"
            Conduct investigations on <b>data</b> for a wide range of clientele under deadlines. Create <b>data</b> <b>science</b> practices for various purposes. Remote-based position with travel required. Must have 2 years of <b>data</b>-centric field work including image processing or NLP.
        ", FL,flexjob,Partial Remote Job
"Teacher, Family and Consumer Sciences","
            Deliver instruction, support, and guidance to family &amp; consumer <b>science</b> students in an online classroom. Must have a bachelor's degree, six months of teaching experience, and certification. New teachers welcome. Remote, part-time contract job.
        ",OR,flexjob,Remote
Data Scientist,"
            A remote position is available for a <b>data</b> scientist who has machine learning expertise in the auto industry or a related field. Must have a <b>data</b> <b>science</b> background, a decade of programming exp. with statistical software, and at least a master's degree.
        ", TN,flexjob,Remote
Senior Data Scientist,"
            Remote position will own analytical frameworks, design experience, interpret results to draw conclusions, develop models to extract trends, measure results, and present findings to influence leadership. Need five years of experience. 
        ", CA,flexjob,Remote
Data Scientist,"
<b>Data</b> scientist needed for a full-time, remote option position responsible for conducting research, writing code, generating and developing designs, and generally working with <b>data</b>. Three+ years' experience, computer <b>science</b> degree required.
        ", TX,flexjob,Option for Remote Job
Data Scientist,"
            Remote role. Build &amp; maintain machine learning products, maintain <b>data</b> pathways, test algorithms and provide reports to stakeholders, and create performance metrics for instruments. Requires BA &amp; 4 years' <b>data</b> <b>science</b> experience, plus Python proficiency.
        ", CA,flexjob,Remote
Data Scientist,"
            Remote role. Build &amp; maintain machine learning products, maintain <b>data</b> pathways, test algorithms and provide reports to stakeholders, and create performance metrics for instruments. Requires BA &amp; 4 years' <b>data</b> <b>science</b> experience, plus Python proficiency.
        ", OR,flexjob,Remote
Data Scientist,"
            Remote role. Build &amp; maintain machine learning products, maintain <b>data</b> pathways, test algorithms and provide reports to stakeholders, and create performance metrics for instruments. Requires BA &amp; 4 years' <b>data</b> <b>science</b> experience, plus Python proficiency.
        ", NC,flexjob,Remote
Data Scientist,"
            Remote role. Build &amp; maintain machine learning products, maintain <b>data</b> pathways, test algorithms and provide reports to stakeholders, and create performance metrics for instruments. Requires BA &amp; 4 years' <b>data</b> <b>science</b> experience, plus Python proficiency.
        ", ME,flexjob,Remote
Data Scientist,"
            Remote role. Build &amp; maintain machine learning products, maintain <b>data</b> pathways, test algorithms and provide reports to stakeholders, and create performance metrics for instruments. Requires BA &amp; 4 years' <b>data</b> <b>science</b> experience, plus Python proficiency.
        ", NH,flexjob,Remote
Data Scientist,"
            Remote role. Build &amp; maintain machine learning products, maintain <b>data</b> pathways, test algorithms and provide reports to stakeholders, and create performance metrics for instruments. Requires BA &amp; 4 years' <b>data</b> <b>science</b> experience, plus Python proficiency.
        ", MA,flexjob,Remote
Data Scientist,"
            Remote role. Build &amp; maintain machine learning products, maintain <b>data</b> pathways, test algorithms and provide reports to stakeholders, and create performance metrics for instruments. Requires BA &amp; 4 years' <b>data</b> <b>science</b> experience, plus Python proficiency.
        ", RI,flexjob,Remote
Data Scientist,"
            Remote role. Build &amp; maintain machine learning products, maintain <b>data</b> pathways, test algorithms and provide reports to stakeholders, and create performance metrics for instruments. Requires BA &amp; 4 years' <b>data</b> <b>science</b> experience, plus Python proficiency.
        ", CT,flexjob,Remote
Data Scientist,"
            Remote role. Build &amp; maintain machine learning products, maintain <b>data</b> pathways, test algorithms and provide reports to stakeholders, and create performance metrics for instruments. Requires BA &amp; 4 years' <b>data</b> <b>science</b> experience, plus Python proficiency.
        ", NY,flexjob,Remote
Data Scientist,"
            Remote role. Build &amp; maintain machine learning products, maintain <b>data</b> pathways, test algorithms and provide reports to stakeholders, and create performance metrics for instruments. Requires BA &amp; 4 years' <b>data</b> <b>science</b> experience, plus Python proficiency.
        ", NJ,flexjob,Remote
Data Scientist,"
            Remote role. Build &amp; maintain machine learning products, maintain <b>data</b> pathways, test algorithms and provide reports to stakeholders, and create performance metrics for instruments. Requires BA &amp; 4 years' <b>data</b> <b>science</b> experience, plus Python proficiency.
        ", DE,flexjob,Remote
Data Scientist,"
            Remote role. Build &amp; maintain machine learning products, maintain <b>data</b> pathways, test algorithms and provide reports to stakeholders, and create performance metrics for instruments. Requires BA &amp; 4 years' <b>data</b> <b>science</b> experience, plus Python proficiency.
        ", MD,flexjob,Remote
Data Scientist,"
            Remote role. Build &amp; maintain machine learning products, maintain <b>data</b> pathways, test algorithms and provide reports to stakeholders, and create performance metrics for instruments. Requires BA &amp; 4 years' <b>data</b> <b>science</b> experience, plus Python proficiency.
        ", VA,flexjob,Remote
Data Scientist,"
            Remote role. Build &amp; maintain machine learning products, maintain <b>data</b> pathways, test algorithms and provide reports to stakeholders, and create performance metrics for instruments. Requires BA &amp; 4 years' <b>data</b> <b>science</b> experience, plus Python proficiency.
        ", NC,flexjob,Remote
Data Scientist,"
            Remote role. Build &amp; maintain machine learning products, maintain <b>data</b> pathways, test algorithms and provide reports to stakeholders, and create performance metrics for instruments. Requires BA &amp; 4 years' <b>data</b> <b>science</b> experience, plus Python proficiency.
        ", SC,flexjob,Remote
Data Scientist,"
            Remote role. Build &amp; maintain machine learning products, maintain <b>data</b> pathways, test algorithms and provide reports to stakeholders, and create performance metrics for instruments. Requires BA &amp; 4 years' <b>data</b> <b>science</b> experience, plus Python proficiency.
        ", GA,flexjob,Remote
Data Scientist,"
            Remote role. Build &amp; maintain machine learning products, maintain <b>data</b> pathways, test algorithms and provide reports to stakeholders, and create performance metrics for instruments. Requires BA &amp; 4 years' <b>data</b> <b>science</b> experience, plus Python proficiency.
        ", FL,flexjob,Remote
Family and Consumer Sciences Teacher,"
            Virtually teach students, participate in monthly <b>data</b> analysis meetings, offer targeted and rich feedback, and adhere to state and client-specific procedures and policies. At least six months of experience is needed. Remote part-time contract position.
        ",IA,flexjob,Remote
Data Engineer,"
<b>Data</b> engineer needed for a full-time, flexible job responsible for building <b>data</b> models and solutions, overseeing communications, supporting projects. Travel, two+ years'data analytics solutions development, computer <b>science</b> or related degree required.
        ", CO,flexjob,Flexible Schedule Job
Health Science and Medical Technology Teacher,"
            Health <b>Science</b> and Medical Technology teacher is needed for a part-time remote role. The candidate will provide high-quality personalized education experience for each student. Current teaching certification and prior related experience required.
        ",CA,flexjob,Remote
Medical Affairs - Science Writer,"
            Remote position will prepare manuscripts for publication, participate in medical affair reviews of publications, execute scientific proposals, prepare summaries for publications, and write white papers. Ph.D. required and strong writing skills. 
        ", CA,flexjob,Option for Remote Job
Family and Consumer Sciences Teacher,"
            Part-time contract role will instruct, mentor, and evaluate students in virtual learning environment. Provide students with feedback and learn course curriculum. Certified to teach in PA, HQT status, and 6 months of student teaching experience required. 
        ",PA,flexjob,Remote
"Collegiate Faculty, Environmental Science and Management","
            Remote position for a collegiate faculty, environmental <b>science</b> and management. Will lead and manage faculty and courses, and drive program quality, consistency and growth, faculty improvement, and curriculum output. Need MA/MS and three years of exp.
        ", MD,flexjob,Remote
Assessment Content Contributor - Computer Science,"
            Part-time position with the option to work remotely for an assessment content contributor, computer <b>science</b>. Will design/author assessments based on existing content, and help learners master coding concepts. Need experience with coding fundamentals.
        ", NH,flexjob,Option for Remote Job
"Senior Data Scientist, Risk and Fraud","
            Senior <b>data</b> scientist will use machine learning and <b>data</b> mining techniques to develop automated processes and solutions. Experience with Python and SQL is desired. Knowledge of fraud,  spam and payments is a plus. Remote work options.
        ", TN,flexjob,Option for Remote Job
Principal Data Scientist,"
            Remote position will mine <b>data</b> to identify trends/patterns, generate insights, identify strategic business questions/issues for <b>data</b> analysis/experiments, and prioritize/manage <b>data</b> <b>science</b> projects. BA degree required and 12 years of experience.
        ", GA,flexjob,Remote
Data Scientist,"
            Option for telecommuting. Candidate will develop and optimize classifiers using machine learning techniques, perform <b>data</b> mining, and help enhance <b>data</b> collection procedures. Must have familiarity with <b>data</b> pipeline stack of airflow.
        ", CA,flexjob,Option for Remote Job
"Data Scientist, Engineer","
            Full-time role with remote option. He/she will work to solve <b>data</b> problems &amp; develop strategy to improve records <b>data</b> set. Design models to improve <b>data</b> quality. Master's degree and 3+ years' professional experience in <b>data</b> <b>science</b> or big <b>data</b> required.
        ", OH,flexjob,Option for Remote Job
Family and Consumer Science Teacher,"
            Full-time, partially remote position. Responsibilities include delivering course content in an online environment, providing instruction, guidance, &amp; support, monitoring student progress, managing the learning process, and maintaining a grade book.
        ",IN,flexjob,Partial Remote Job
Data Engineer,"
            Create <b>data</b> tools and maintain visualization and complex <b>data</b> sets, provide ad-hoc analysis and identify security issues, and communicate with clients about project needs. Remote work option. Requires BA, 3 years' IT experience, and Python proficiency.
        ", VA,flexjob,Option for Remote Job
Data Scientist,"
            Join customer experience practice. Aptitude and creativity are valued. Will use machine learning related techniques to develop scalable solutions. Extract key insights. PhD in area of computer <b>science</b> req. This is a full-time contract. Telecommute.
        ", CA,flexjob,Remote
Data Scientist,"
            The <b>data</b> scientist will focus on developing ML <b>data</b> products and solutions. This position is remote. Those candidates who possess a bachelor's degree in a quantitative major will need at least two years' related work experience.
        ", AL,flexjob,Remote
Data Scientist,"
            The <b>data</b> scientist will focus on developing ML <b>data</b> products and solutions. This position is remote. Those candidates who possess a bachelor's degree in a quantitative major will need at least two years' related work experience.
        ", FL,flexjob,Remote
Data Scientist,"
            The <b>data</b> scientist will focus on developing ML <b>data</b> products and solutions. This position is remote. Those candidates who possess a bachelor's degree in a quantitative major will need at least two years' related work experience.
        ", TX,flexjob,Remote
Data Scientist,"
            The <b>data</b> scientist will focus on developing ML <b>data</b> products and solutions. This position is remote. Those candidates who possess a bachelor's degree in a quantitative major will need at least two years' related work experience.
        ", MI,flexjob,Remote
Data Scientist,"
            The <b>data</b> scientist will focus on developing ML <b>data</b> products and solutions. This position is remote. Those candidates who possess a bachelor's degree in a quantitative major will need at least two years' related work experience.
        ", AR,flexjob,Remote
Data Scientist,"
            The <b>data</b> scientist will focus on developing ML <b>data</b> products and solutions. This position is remote. Those candidates who possess a bachelor's degree in a quantitative major will need at least two years' related work experience.
        ", AR,flexjob,Remote
Data Scientist,"
            The <b>data</b> scientist will focus on developing ML <b>data</b> products and solutions. This position is remote. Those candidates who possess a bachelor's degree in a quantitative major will need at least two years' related work experience.
        ", NY,flexjob,Remote
Data Analyst,"
            Candidate will manage databases, <b>data</b> collection systems, <b>data</b> analytics and other strategies that maximize efficiency, collect required <b>data</b>, and analyze and interpret trends. BA/BS degree and two years' <b>data</b> analyst exp. req. Optional remote job.
        ", TX,flexjob,Option for Remote Job
Data Scientist,"
            Full-time remoter role. He/she will develop <b>data</b> process and strategy, maintain analytical processes and procedures, apply <b>data</b> mining techniques, and perform statistical analyses. Master's degree and experience with <b>data</b> visualization tools required.
        ", PA,flexjob,Remote
Data Scientist,"
            Full-time remoter role. He/she will develop <b>data</b> process and strategy, maintain analytical processes and procedures, apply <b>data</b> mining techniques, and perform statistical analyses. Master's degree and experience with <b>data</b> visualization tools required.
        ", TX,flexjob,Remote
Data Scientist,"
            Full-time remoter role. He/she will develop <b>data</b> process and strategy, maintain analytical processes and procedures, apply <b>data</b> mining techniques, and perform statistical analyses. Master's degree and experience with <b>data</b> visualization tools required.
        ", TX,flexjob,Remote
Data Scientist,"
            Full-time remoter role. He/she will develop <b>data</b> process and strategy, maintain analytical processes and procedures, apply <b>data</b> mining techniques, and perform statistical analyses. Master's degree and experience with <b>data</b> visualization tools required.
        ", AZ,flexjob,Remote
Data Scientist,"
            Full-time remoter role. He/she will develop <b>data</b> process and strategy, maintain analytical processes and procedures, apply <b>data</b> mining techniques, and perform statistical analyses. Master's degree and experience with <b>data</b> visualization tools required.
        ", OR,flexjob,Remote
Data Scientist,"
            Full-time remoter role. He/she will develop <b>data</b> process and strategy, maintain analytical processes and procedures, apply <b>data</b> mining techniques, and perform statistical analyses. Master's degree and experience with <b>data</b> visualization tools required.
        ", CA,flexjob,Remote
Data Scientist,"
            Full-time remoter role. He/she will develop <b>data</b> process and strategy, maintain analytical processes and procedures, apply <b>data</b> mining techniques, and perform statistical analyses. Master's degree and experience with <b>data</b> visualization tools required.
        ", FL,flexjob,Remote
Data Scientist,"
            Full-time remoter role. He/she will develop <b>data</b> process and strategy, maintain analytical processes and procedures, apply <b>data</b> mining techniques, and perform statistical analyses. Master's degree and experience with <b>data</b> visualization tools required.
        ", NY,flexjob,Remote
Data Scientist,"
            Full-time remoter role. He/she will develop <b>data</b> process and strategy, maintain analytical processes and procedures, apply <b>data</b> mining techniques, and perform statistical analyses. Master's degree and experience with <b>data</b> visualization tools required.
        ", MA,flexjob,Remote
Data Scientist,"
            Full-time remoter role. He/she will develop <b>data</b> process and strategy, maintain analytical processes and procedures, apply <b>data</b> mining techniques, and perform statistical analyses. Master's degree and experience with <b>data</b> visualization tools required.
        ", MN,flexjob,Remote
Data Scientist,"
            Full-time remoter role. He/she will develop <b>data</b> process and strategy, maintain analytical processes and procedures, apply <b>data</b> mining techniques, and perform statistical analyses. Master's degree and experience with <b>data</b> visualization tools required.
        ", DC,flexjob,Remote
Data Scientist,"
            Full-time remoter role. He/she will develop <b>data</b> process and strategy, maintain analytical processes and procedures, apply <b>data</b> mining techniques, and perform statistical analyses. Master's degree and experience with <b>data</b> visualization tools required.
        ", FL,flexjob,Remote
Data Scientist,"
            Full-time remoter role. He/she will develop <b>data</b> process and strategy, maintain analytical processes and procedures, apply <b>data</b> mining techniques, and perform statistical analyses. Master's degree and experience with <b>data</b> visualization tools required.
        ", OH,flexjob,Remote
Data Scientist,"
            Full-time position starting out working remotely. Responsibilities include developing a thorough understanding of an overall <b>data</b> processing pipeline, completing <b>data</b> reports, and working on complex <b>data</b> projects. Master's or Ph.D. required.
        ", CA,flexjob,Remote - During Pandemic Job
Senior Data Scientist,"
            Telecommute role analyzing <b>data</b> to make product improvements and support marketing and business goals. Design statistical and ML models and <b>data</b> warehouse systems. Must have 4 years of <b>data</b> <b>science</b> experience and a BS in a quantitative field of study.
        ",CA,flexjob,Remote
Senior Data Scientist,"
            Telecommute role analyzing <b>data</b> to make product improvements and support marketing and business goals. Design statistical and ML models and <b>data</b> warehouse systems. Must have 4 years of <b>data</b> <b>science</b> experience and a BS in a quantitative field of study.
        ", OR,flexjob,Remote
Senior Data Scientist,"
            Telecommute role analyzing <b>data</b> to make product improvements and support marketing and business goals. Design statistical and ML models and <b>data</b> warehouse systems. Must have 4 years of <b>data</b> <b>science</b> experience and a BS in a quantitative field of study.
        ", WA,flexjob,Remote
Senior Data Scientist,"
            Telecommute role analyzing <b>data</b> to make product improvements and support marketing and business goals. Design statistical and ML models and <b>data</b> warehouse systems. Must have 4 years of <b>data</b> <b>science</b> experience and a BS in a quantitative field of study.
        ", NV,flexjob,Remote
Senior Data Scientist,"
            Telecommute role analyzing <b>data</b> to make product improvements and support marketing and business goals. Design statistical and ML models and <b>data</b> warehouse systems. Must have 4 years of <b>data</b> <b>science</b> experience and a BS in a quantitative field of study.
        ", AZ,flexjob,Remote
Senior Data Scientist,"
            Telecommute role analyzing <b>data</b> to make product improvements and support marketing and business goals. Design statistical and ML models and <b>data</b> warehouse systems. Must have 4 years of <b>data</b> <b>science</b> experience and a BS in a quantitative field of study.
        ", TN,flexjob,Remote
Senior Data Scientist,"
            Telecommute role analyzing <b>data</b> to make product improvements and support marketing and business goals. Design statistical and ML models and <b>data</b> warehouse systems. Must have 4 years of <b>data</b> <b>science</b> experience and a BS in a quantitative field of study.
        ", ME,flexjob,Remote
Senior Data Engineer,"
            F/T remote option senior <b>data</b> engineer needed for continuous improvement of every step of our <b>data</b> processing pipeline. 4+ years of experience building workflow solutions for near real-time reporting, <b>data</b> <b>science</b>, and machine learning required.
        ", NY,flexjob,Option for Remote Job
Data Engineer,"
            Remote position will build <b>data</b> solutions, create/maintain <b>data</b> pipelines/transformations, write queries, stored procedures, create <b>data</b> integrations, design <b>data</b> models for the <b>data</b> warehouse, and provide estimates. BA degree required and two years exp.
        ",ND,flexjob,Option for Remote Job
Data Engineer,"
            Remote position will build <b>data</b> solutions, create/maintain <b>data</b> pipelines/transformations, write queries, stored procedures, create <b>data</b> integrations, design <b>data</b> models for the <b>data</b> warehouse, and provide estimates. BA degree required and two years exp.
        ", SD,flexjob,Option for Remote Job
Data Engineer,"
            Remote position will build <b>data</b> solutions, create/maintain <b>data</b> pipelines/transformations, write queries, stored procedures, create <b>data</b> integrations, design <b>data</b> models for the <b>data</b> warehouse, and provide estimates. BA degree required and two years exp.
        ", NE,flexjob,Option for Remote Job
Data Engineer,"
            Remote position will build <b>data</b> solutions, create/maintain <b>data</b> pipelines/transformations, write queries, stored procedures, create <b>data</b> integrations, design <b>data</b> models for the <b>data</b> warehouse, and provide estimates. BA degree required and two years exp.
        ", KS,flexjob,Option for Remote Job
Data Engineer,"
            Remote position will build <b>data</b> solutions, create/maintain <b>data</b> pipelines/transformations, write queries, stored procedures, create <b>data</b> integrations, design <b>data</b> models for the <b>data</b> warehouse, and provide estimates. BA degree required and two years exp.
        ", OK,flexjob,Option for Remote Job
Data Engineer,"
            Remote position will build <b>data</b> solutions, create/maintain <b>data</b> pipelines/transformations, write queries, stored procedures, create <b>data</b> integrations, design <b>data</b> models for the <b>data</b> warehouse, and provide estimates. BA degree required and two years exp.
        ", TX,flexjob,Option for Remote Job
Data Engineer,"
            Remote position will build <b>data</b> solutions, create/maintain <b>data</b> pipelines/transformations, write queries, stored procedures, create <b>data</b> integrations, design <b>data</b> models for the <b>data</b> warehouse, and provide estimates. BA degree required and two years exp.
        ", MN,flexjob,Option for Remote Job
Data Engineer,"
            Remote position will build <b>data</b> solutions, create/maintain <b>data</b> pipelines/transformations, write queries, stored procedures, create <b>data</b> integrations, design <b>data</b> models for the <b>data</b> warehouse, and provide estimates. BA degree required and two years exp.
        ", IA,flexjob,Option for Remote Job
Data Engineer,"
            Remote position will build <b>data</b> solutions, create/maintain <b>data</b> pipelines/transformations, write queries, stored procedures, create <b>data</b> integrations, design <b>data</b> models for the <b>data</b> warehouse, and provide estimates. BA degree required and two years exp.
        ", MO,flexjob,Option for Remote Job
Data Engineer,"
            Remote position will build <b>data</b> solutions, create/maintain <b>data</b> pipelines/transformations, write queries, stored procedures, create <b>data</b> integrations, design <b>data</b> models for the <b>data</b> warehouse, and provide estimates. BA degree required and two years exp.
        ", AR,flexjob,Option for Remote Job
Data Engineer,"
            Remote position will build <b>data</b> solutions, create/maintain <b>data</b> pipelines/transformations, write queries, stored procedures, create <b>data</b> integrations, design <b>data</b> models for the <b>data</b> warehouse, and provide estimates. BA degree required and two years exp.
        ", LA,flexjob,Option for Remote Job
Data Engineer,"
            Remote position will build <b>data</b> solutions, create/maintain <b>data</b> pipelines/transformations, write queries, stored procedures, create <b>data</b> integrations, design <b>data</b> models for the <b>data</b> warehouse, and provide estimates. BA degree required and two years exp.
        ", WI,flexjob,Option for Remote Job
Data Engineer,"
            Remote position will build <b>data</b> solutions, create/maintain <b>data</b> pipelines/transformations, write queries, stored procedures, create <b>data</b> integrations, design <b>data</b> models for the <b>data</b> warehouse, and provide estimates. BA degree required and two years exp.
        ", IL,flexjob,Option for Remote Job
Data Engineer,"
            Remote position will build <b>data</b> solutions, create/maintain <b>data</b> pipelines/transformations, write queries, stored procedures, create <b>data</b> integrations, design <b>data</b> models for the <b>data</b> warehouse, and provide estimates. BA degree required and two years exp.
        ", KY,flexjob,Option for Remote Job
Data Engineer,"
            Remote position will build <b>data</b> solutions, create/maintain <b>data</b> pipelines/transformations, write queries, stored procedures, create <b>data</b> integrations, design <b>data</b> models for the <b>data</b> warehouse, and provide estimates. BA degree required and two years exp.
        ", MS,flexjob,Option for Remote Job
Data Engineer,"
            Remote position will build <b>data</b> solutions, create/maintain <b>data</b> pipelines/transformations, write queries, stored procedures, create <b>data</b> integrations, design <b>data</b> models for the <b>data</b> warehouse, and provide estimates. BA degree required and two years exp.
        ", AL,flexjob,Option for Remote Job
Data Engineer,"
            Remote position will build <b>data</b> solutions, create/maintain <b>data</b> pipelines/transformations, write queries, stored procedures, create <b>data</b> integrations, design <b>data</b> models for the <b>data</b> warehouse, and provide estimates. BA degree required and two years exp.
        ", MI,flexjob,Option for Remote Job
Data Engineer,"
            Remote position will build <b>data</b> solutions, create/maintain <b>data</b> pipelines/transformations, write queries, stored procedures, create <b>data</b> integrations, design <b>data</b> models for the <b>data</b> warehouse, and provide estimates. BA degree required and two years exp.
        ", IN,flexjob,Option for Remote Job
Data Engineer,"
            Remote position will build <b>data</b> solutions, create/maintain <b>data</b> pipelines/transformations, write queries, stored procedures, create <b>data</b> integrations, design <b>data</b> models for the <b>data</b> warehouse, and provide estimates. BA degree required and two years exp.
        ", TN,flexjob,Option for Remote Job
