title,description,city,state,job_site,jobtype,salary
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,Collegeville,PA,Simplyhired,,76500
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",Santa Monica,CA,Simplyhired,,78000
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,Collegeville,PA,Simplyhired,,78598
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,Collegeville,PA,Simplyhired,,78692
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,Collegeville,PA,Simplyhired,,78795
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,Collegeville,PA,Simplyhired,,79000
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,Collegeville,PA,Simplyhired,,80000
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,Collegeville,PA,Simplyhired,,80000
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,Collegeville,PA,Simplyhired,,80522
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,Collegeville,PA,Simplyhired,,80600
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",Santa Monica,CA,Simplyhired,,81900
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,Collegeville,PA,Simplyhired,,82000
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,Collegeville,PA,Simplyhired,,82013
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,Collegeville,PA,Simplyhired,,82600
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,Collegeville,PA,Simplyhired,,83000
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. ONLY SERIOUS INQUIRIES WITH EXPERIENCE.",Santa Monica,CA,Simplyhired,,83850
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,Collegeville,PA,Simplyhired,,83910
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,Collegeville,PA,Simplyhired,,84468
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,Collegeville,PA,Simplyhired,,85000
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,Collegeville,PA,Simplyhired,,85495
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,Collegeville,PA,Simplyhired,,86000
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,Collegeville,PA,Simplyhired,,87198
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",Santa Monica,CA,Simplyhired,,87750
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,Collegeville,PA,Simplyhired,,87900
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,Collegeville,PA,Simplyhired,,89000
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,Collegeville,PA,Simplyhired,,90000
Data Engineer,Developing highly scalable data platform and reliable pipe. O Create and maintain optimal data pipeline architecture. Must Have* : R Language skills.,California City,CA,Simplyhired,,90000
Data Engineer,Masterâ€™s Degree (preferred) or Bachelorâ€™s Degree in public health; data science; medical; healthcare (or similar) informatics; computer science; epidemiology;â€¦,,,Simplyhired,Remote,90000
Data Engineer,"Prepare reporting and data visualizations including interpretation of trends and patterns. Provide actionable insight into membership, product or operationalâ€¦",Vienna,VA,Simplyhired,,90000
Data Scientist,"Attention to detail, self-motivation, flexibility, and resilience are critical and data visualization skills are a plus.",Fort Meade,MD,Simplyhired,,90000
Statistician,"Analyze difficult statistics and other qualitative/quantitative data, particularly workforce data, FEVS data, survey data, retention, and retirement data.",Washington,DC,Simplyhired,,90000
Data Scientist,"2+ years of hands on experience with data warehouse, BI reporting testing experience using tools like Power BI, Snowflake, Netezza, MicroStrategy.",Houston,TX,Simplyhired,,90000
Data Analyst,"Perform hands-on work with data analysis, data visualization, data validation and quality assurance, while working as a full-time on-site staff at the customerâ€¦",Washington,DC,Simplyhired,,90000
Data Analyst,Identify data sources needed to produce required data sets or reports and extract appropriate subsets of data. Proficient in SQL and custom queries.,Cranberry Township,PA,Simplyhired,,90000
Data Engineer,Interest in data science and machine learning. Experience in data science and machine learning is valued. The ideal candidate will have experience in deployingâ€¦,,,Simplyhired,Remote,90000
Data Analyst,Provide detailed source analysis and data mappings/transformations to Enterprise developers to implement new data sources and integrations.,Westborough,MA,Simplyhired,,90000
Data Scientist,"Experience with state of the art deep learning techniques for various computer vision tasks including real-time object detection, segmentation, tracking,â€¦",,,Simplyhired,Remote,90000
Data Scientist,"ï‚· A Bachelorâ€™s degree in any of the following areas - statistics, data science, physics, computer science or social sciences heavy in quantitative methodologiesâ€¦",Englewood Cliffs,NJ,Simplyhired,,90000
Data Engineer,Data analysis: 1 year (Preferred). Collaborate with stakeholders to integrate data mining results with existing systems. Experience with Python a plus.,,,Simplyhired,Remote,90000
Data Scientist ,Demonstrated data visualization literacy and the ability to select visualizations appropriate for a given business need.,,,Simplyhired,Remote,90000
Data Analyst,"Bachelors or equivalent experience in statistics, computer science, engineering, informatics, data science, or related field; additional business degree is aâ€¦",,,Simplyhired,Remote,90000
Data Scientist ,"As an Associate Data Scientist, you will be involved first hand with actual data science projects and writing code that matters.",Nashville,TN,Simplyhired,,90000
Data Scientist,Analyzes information using data manipulation and statistical analysis to evaluate new and existing programs and procedures.,,AL,Simplyhired,,90000
Data Scientist,"Data structures and common methods in data transformation. Strong understanding of qPCR and amplification curve data. Job Types: Full-time, Contract.",,,Simplyhired,Remote,90000
Data Scientist,Good data visualization and communication skills. This will include preparing and delivering presentations with rich data visualizations and meaningful businessâ€¦,,CA,Simplyhired,,90000
Data Scientist ,Gather and characterize data inputs and outputs for the models. Has 3-5 years of experience in python programming and 1+ years of experience using modeling andâ€¦,,,Simplyhired,Remote,90000
Data Scientist ,"Provide support in creating/coding, designing and testing pilot data-driven predictive/descriptive analytical models. Health plan: 2 years (Preferred).",,,Simplyhired,,90000
Data Scientist,Creating complex data visualizations in Tableau. Creating complex custom data queries in SQL. Creating complex data models in SAS or R or Python.,Wilmington,DE,Simplyhired,,90000
Data Scientist ,We are seeking a data scientist or statistician to: Deliver a plan of action for promotions that is data driven.,,,Simplyhired,,90000
Data Scientist,Becomes expert in data warehouse and company data sources. 2+ years analyzing data and creating reports. Bachelorâ€™s degree with a data/ technical emphasis.,Ambler,PA,Simplyhired,,90000
Data Scientist,"Working knowledge of big data manipulation is plus. Design and drive the creation of new standards and best practices in the use of statistical data modeling,â€¦",,,Simplyhired,Remote,90000
Data Analyst,Handling large data sets and relational databases. Designing and maintaining data schemas and databases. Visualizing and presenting data to stakeholders usingâ€¦,Arlington,VA,Simplyhired,,90000
Data Scientist ,"Ph.D. (preferred) or M.S. degree in statistics, applied math, data science, or a related field. Lead dashboard creation to clearly communicate data and findingsâ€¦",Washington,DC,Simplyhired,,90000
Data Engineer,Ability to manage and work with data that involves some complex transformations. Successful applicants will work on data and applications to support pharmacistsâ€¦,San Diego,CA,Simplyhired,,90000
Data Engineer,"Experience with biological and entomological data and analysis. Experience using software tools and languages (for example SAS, R, Python, SLQ, or Java) toâ€¦",Riverdale,MD,Simplyhired,,90000
Data Scientist,"Skills with analyzing and deconstructing very large data sets. Conduct statistical analysis, 3rd party data integration and hypothesis testing.",Denver,CO,Simplyhired,,90000
Data Analyst,"Promote data literacy and a data driven decision culture. Must know when and where to use appropriate data; recognize when data is misleading, misrepresented orâ€¦",Nashville,TN,Simplyhired,,90000
Data Analyst,"Maintains an operational level of knowledge in industry leading data architecture practices, technology and methods, including relational database, dataâ€¦",Arlington,VA,Simplyhired,,90000
Data Scientist,Must have demonstrated experience with: Modern AI methods and developing AI systems using unstructured text analytics; use of AI and natural language processingâ€¦,Raleigh,NC,Simplyhired,,90000
Data Analyst,Identify patterns and connections across varying data sets to enrich master data lists and enhance data processing. Familiarity with ETL tools is a plus.,,,Simplyhired,Remote,90000
Data Engineer,O Create and maintain optimal data pipeline architecture. Experience developing highly scalable data platform and reliable pipe.,California,MD,Simplyhired,,90000
Data Analyst,ï‚· Supervise data analysts fulfilling requests for data or reports made by DOHMH leadership. We are seeking to fill one senior data analyst position in the COVIDâ€¦,Long Island City,NY,Simplyhired,,90000
Data Analyst,"Industry experience in a data analyst role. Have opportunities to work with and learn from other data analysts, data scientists, and software engineers in aâ€¦",,,Simplyhired,Remote,90000
Data Scientist,Present information using data visualization techniques. Work with stakeholders throughout the organization to identify opportunities for leveraging companyâ€¦,Forest Park,GA,Simplyhired,,90000
Data Engineer,"Data science life-cycle literacy. The ideal candidate has a BS or MS in a software engineering, computer science, or related field of study.",,CO,Simplyhired,,90000
Data Analyst,Advanced experience pulling large and complex data using SQL. Experience with a data visualization tool (e.g. SSRS).,,,Simplyhired,,90000
Data Engineer,"As a data engineer, you bring software engineering best practices to the production and maintenance of analytics code and bring an engineering mindset toâ€¦",,,Simplyhired,Remote,90000
Data Engineer,Collaborate with engineering teams to design and implement software solutions for data science problems. Understand ambiguous business problems and convert themâ€¦,Northbrook,IL,Simplyhired,,90000
Statistician,"Evaluates the data, draws inferences and arrives at conclusions to create most effective presentation. Assures that the office supports the publishing ofâ€¦",Washington,DC,Simplyhired,,90000
Data Analyst,Gain confidence in skill application using analytics and data science techniques to manipulate large structured and unstructured data sets in order to generateâ€¦,,,Simplyhired,,90000
Data Analyst,"Curiosity and passion for data and data visualization. 4+ years of relevant experience in a data science, business analytics, business intelligence orâ€¦",Austin,TX,Simplyhired,,90000
Data Scientist ,Experience designing data science solutions whithin a large enterprise solution architecture. Demonstrated experience developing and leading the implementationâ€¦,,,Simplyhired,,90000
Data Analyst,"Provide concise data reports and clear data visualizations. You must have the ability to obtain raw data from a data lake via SAS/GCP, be familiar with dataâ€¦",,,Simplyhired,Remote,90000
Data Analyst,"Do you have experience data managementâ€™ providing monthly statistical reporting? Analyzing large data sets, both online and offline: 2 years (Required).",Kennesaw,GA,Simplyhired,,90000
Data Analyst,"Being the expert on where data originates, how they are mapped and utilized in our products, and ultimately what value data delivers to our customers.",,,Simplyhired,Remote,90000
Data Scientist,"Bring structure to large quantities of data - turn unstructured data into structured data. Bachelorâ€™s or Masterâ€™s degree in computer science, math, economics orâ€¦",Orlando,FL,Simplyhired,,90000
Data Analyst,"Experience with advanced analytics solutions (data science, machine learning, data modeling, etc.). Including infrastructure (e.g., data engineering) nice-toâ€¦",Camp Springs,MD,Simplyhired,,90000
Data Scientist ,Data mining unstructured data sources. Gathering and extracting data from third party sources. Enhancing data collection procedures to include information thatâ€¦,Detroit,MI,Simplyhired,,90000
Data Analyst,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,,Simplyhired,Remote,90000
Data Analyst,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,,Simplyhired,Remote,92143
Data Analyst,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,,Simplyhired,Remote,92628
Data Analyst,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,,Simplyhired,Remote,93494
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",Santa Monica,CA,Simplyhired,,93600
Data Analyst,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,,Simplyhired,Remote,95000
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",Santa Monica,CA,Simplyhired,,97500
Data Analyst,8+ years of total data analyst experience required. Obtain data through advanced computerized models; extrapolate data patterns through advanced algorithms;â€¦,Washington,DC,Simplyhired,,100000
Data Engineer,"Experience building data entry, transformation, and loading pipelines for disparate data types. Experience with streaming architectures and patterns, includingâ€¦",,,Simplyhired,Remote,100000
Data Scientist ,"With a focus on in-depth data analysis, data manipulation (ETL), modeling, and testing by using open-source tools/packages.",Arlington,VA,Simplyhired,,100000
Data Engineer,"Ideal candidates will also have experience in traditional data science (analyzing data) and more modern data science (AI, deep learning).",,,Simplyhired,Remote,100000
Data Scientist,"2+ years of experience as a data scientist, data analyst, or similar role. Successful applicants will be innovative, intellectually curious, and well versed inâ€¦",Louisville,CO,Simplyhired,,100000
Data Analyst,"Demonstrate understanding of relational databases, data architecture, and data modeling. Able to operationalize business questions using data.",Arlington,VA,Simplyhired,,100000
Data Analyst,Experience documenting ETL mappings and similar documents to provide data lineage and data transformation logic. Testing and QA of all steps of processing.,,,Simplyhired,Remote,100000
Data Scientist ,"Our developers, analysts, and data scientists have a proven track record applying open-source innovative technology, data science, and actionable analytics toâ€¦",Washington,DC,Simplyhired,,100000
Data Scientist ,"Our developers, analysts, and data scientists have a proven track record applying open-source innovative technology, data science, and actionable analytics toâ€¦",Washington,DC,Simplyhired,,100000
Data Engineer,"Communication and data presentation skills. Establish scalable, efficient, reproducible processes for large scale data analyses and model development.",,,Simplyhired,Remote,100000
Data Scientist,Recommend new data streams and ensure data integrity. Develop custom data models and algorithms to apply to data sets.,Spokane,WA,Simplyhired,,100000
Data Analyst,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,,Simplyhired,Remote,100000
Data Engineer,"Development of enterprise data assets, information platforms or data spaces designed for exploring and understanding the data.",Northbrook,IL,Simplyhired,,103000
Data Analyst,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,,Simplyhired,Remote,103000
Data Analyst,"Hands on experience working with large data sets, including statistical analysis, data cleansing/transformation, data visualization and data mining.",Palo Alto,CA,Simplyhired,,103615
Data Analyst,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,,Simplyhired,Remote,103615
Statistician,"This includes formulating, amending, and verifying theoretical, statistical and empirical models and data from multiple application areas.",Washington,DC,Simplyhired,,103690
Data Scientist,"Candidates for the NSA's Data Scientist roles are asked to complete a data science examination evaluating their knowledge of statistics, mathematics, andâ€¦",Fort Meade,MD,Simplyhired,,103690
Data Analyst,"Applicants must have (1) year of specialized experience equivalent to the GS-12 level using data analysis tools (sql, python, R, etc) to build and execute dataâ€¦",Washington,DC,Simplyhired,,103690
Data Analyst,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,,Simplyhired,Remote,103690
Data Scientist ,"Demonstrated experience defining data flows, i.e., which parts of the organization generate data, which require data to function, how data flows are managed,â€¦",Arlington,VA,Simplyhired,,104889
Data Analyst,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,,Simplyhired,Remote,104889
Data Scientist ,"IBM provides you with the most comprehensive and consistent approach to development, security and operations across hybrid environmentsâ€”with complete softwareâ€¦",Tampa,FL,Simplyhired,,105000
Data Analyst,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,,Simplyhired,Remote,105000
Data Scientist ,Deep understanding of data science principles and methodologies. You will build data science models using a variety of methodologies.,Atlanta,GA,Simplyhired,,106000
Data Analyst,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,,Simplyhired,Remote,106000
Data Scientist ,"Building predictive models using unstructured data such as free text, images, voice data. Workers compensation, general liability, and auto insurance data.",Seattle,WA,Simplyhired,,106288
Data Analyst,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,,Simplyhired,Remote,106288
Data Scientist ,Proficiency in processing and interpretation of data from various SAR sensors. Design SDK & API's for processing geospatial data sets at scale.,,,Simplyhired,Remote,107000
Data Analyst,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,,Simplyhired,Remote,107000
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",Santa Monica,CA,Simplyhired,,107250
Data Scientist ,"Mastery of SAS, R, and/or Python for data science (including machine learning). As a Data Science Advisor supporting CMS, you will be trusted to work on leadingâ€¦",,MD,Simplyhired,,108000
Data Analyst,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,,Simplyhired,Remote,108000
Data Scientist ,"Engage with the broader Data Science organization to support, refine, and test large scale data science projects. Strong Excel and data visualization skills.",,,Simplyhired,Remote,108883
Data Analyst,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,,Simplyhired,Remote,108883
Statistician,"Provides expert technical direction for quality assurance/improvement of data. Highly skilled in the interpretation, evaluation and integration of nuclearâ€¦",Patrick Afb,FL,Simplyhired,,109618
Data Analyst,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,,Simplyhired,Remote,109618
Data Scientist,Identify valuable data sources and automate the collection of data. Our plan is to build a data science team that will help us gain valuable insights fromâ€¦,Decatur,GA,Simplyhired,,110000
Data Scientist ,Candidate must be experienced developing robust data processing and prediction solutions for production level applications.,,,Simplyhired,Remote,110000
Data Scientist ,"In this role, you will work on some of the latest applications of data science to business. We are looking for candidates with minimum of 3-5 years ofâ€¦",San Jose,CA,Simplyhired,,110000
Data Engineer,Experience with time series data. Help build and maintain an AWS-based infrastructure to translate data from vendors and our proprietary data collection systemsâ€¦,New York,NY,Simplyhired,,110000
Data Scientist ,"Proficient with at least one language for data analysis and modeling, such as R, Python or SAS. Understand the competitive marketplace, business issues and dataâ€¦",,,Simplyhired,Remote,110000
Data Scientist ,"Ability to analyze and report on complex data. Extremely strong hands-on Python, R and NLP tools with knowledge in Excel & VBA Skills,.",,,Simplyhired,Remote,110000
Data Analyst,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,,Simplyhired,Remote,110000
Data Scientist,"Solid experience performing data science from data discovery, cleaning, model selection, validation, and deployment; experience coding artificial intelligenceâ€¦",Ewing,NJ,Simplyhired,,111000
Data Analyst,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,,Simplyhired,Remote,111000
Data Analyst,"Industry experience in a report development, data science, business analytics, business intelligence or comparable data engineering role, including dataâ€¦",,,Simplyhired,Remote,113000
Data Analyst,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,,Simplyhired,Remote,113000
Data Scientist ,Can analyze data and review analysis from others and identify and resolve basic data issues. Standard knowledge in the use of data sources and applications toâ€¦,Northbrook,IL,Simplyhired,,113600
Data Analyst,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,,Simplyhired,Remote,113600
Data Scientist ,"4+ years of industry experience in predictive modeling, data science, and analysis. Experience handling terabyte size datasets, diving into data to discoverâ€¦",Tallahassee,FL,Simplyhired,,114700
Data Analyst,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,,Simplyhired,Remote,114700
Data Engineer,Building data ingestion pipelines to ensure timely and quality data into our Data Lake. Collaborating with our Data Science team on data and metrics.,,,Simplyhired,Remote,116223
Data Analyst,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,,Simplyhired,Remote,116223
Data Engineer,"Develop, and manage data systems to ingest and process data at massive scale. As a Machine Learning Engineer on the Data Science team, you will design andâ€¦",New York,NY,Simplyhired,,116800
Data Analyst,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,,Simplyhired,Remote,116800
Data Scientist ,Build business cases for data science applications through collaboration with business leaders and subject matter experts.,Greensboro,NC,Simplyhired,,117000
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",Santa Monica,CA,Simplyhired,,117000
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. ONLY SERIOUS INQUIRIES WITH EXPERIENCE.",Santa Monica,CA,Simplyhired,,117000
Data Analyst,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,,Simplyhired,Remote,117000
Data Scientist ,Experience developing and managing data science platform and tools. Experience developing and managing data science platform and tools within AWS.,,,Simplyhired,Remote,119300
Data Analyst,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,,Simplyhired,Remote,119300
Data Scientist,"Top 5 Must Haves: predictive modeling experience, good coding skills (Python, SAS, or SQL),. Minimum education requirement: master's degree in quantitativeâ€¦",Irvine,CA,Simplyhired,,120000
Data Engineer,"Brainstorm, test, and optimize machine learning and data science solutions. A passion for solving problems with data. Experience with Python and SQL.",,,Simplyhired,Remote,120000
Data Analyst,Work with engineering in pursuit of better data modeling and data quality. BigQuery for warehousing our data. SQL and Python for crunching data.,,,Simplyhired,Remote,120000
Data Scientist ,"Experience developing and maintaining enterprise-level, scalable data stores and data access platforms supporting analytics and data science solutions.",North Charleston,SC,Simplyhired,,120000
Data Analyst,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,,Simplyhired,Remote,120000
Data Scientist ,Understanding of data science techniques and MLOps. Proven experience leading the design and implementation of enterprise-scale data solutions.,Atlanta,GA,Simplyhired,,125000
Data Analyst,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,,Simplyhired,Remote,125000
Data Engineer,"Skill nice to have: Cloud (particularly AWS) experience. Job Types: Full-time, Contract. Temporarily due to COVID-19.",New York,NY,Simplyhired,,125325
Data Analyst,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,,Simplyhired,Remote,125325
Data Scientist,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",Santa Monica,CA,Simplyhired,,126750
Data Scientist ,"Develop expertise in products requiring price segmentation and in available analytic data. High-level knowledge of data sources, tools, and the business (lines,â€¦",,,Simplyhired,,126901
Data Scientist,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,,Simplyhired,Remote,126901
Data Engineer,Transform and convert data streams into structures needed for algorithm input. They will collaborate with Data Scientists to design tools to train machineâ€¦,Tampa,FL,Simplyhired,,130000
Data Scientist,Work with social science researchers to identify relevant data needs for policy-oriented research purposes. Contribute to and help maintain data structure for aâ€¦,Washington,DC,Simplyhired,,130000
Data Scientist,Gain real exposure to deep learning research. Take time to develop a deep understanding of what makes neural networks actually work by reading papers and theâ€¦,San Francisco,CA,Simplyhired,,130000
Data Scientist,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,,Simplyhired,Remote,130000
Data Scientist ,"Manage data science team and support multiple projects collaboratively. 3+ years of experience in a data science role, building predictive algorithms and dataâ€¦",Philadelphia,PA,Simplyhired,,135000
Data Scientist,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,,Simplyhired,Remote,135000
Data Scientist,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",Santa Monica,CA,Simplyhired,,136500
Data Engineer,"Experience building and/or pulling data using SQL. Work alongside other data scientists and software engineers to expand Indeed's catalog of tools, techniques,â€¦",,,Simplyhired,Remote,138000
Data Scientist,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,,Simplyhired,Remote,138000
Data Scientist,"Data science: 6 years (Preferred). In-depth knowledge of algorithms, design patterns and data structures. Use Machine Learning algorithms and techniques forâ€¦",,,Simplyhired,Remote,140000
Data Engineer,Demonstrated experience in using data science tools to analyze existing horizontal development to make recommendations for increased productivity.,Denver,CO,Simplyhired,,140000
Statistician,Interface with various database platforms to pull data and link them logically; know how to deal with the inherent structure of the data.,Washington,DC,Simplyhired,,140000
Data Scientist,Experience working with health care claims data with Medicare data experience preferred. Statistical programming in SAS and related applications using a varietyâ€¦,,,Simplyhired,Remote,140000
Data Scientist ,Required prior data science experience in Payments or Financial Services. Experience with integration of data from multiple data sources.,,,Simplyhired,Remote,140000
Data Engineer,"Significant experience with data science, with a focus on analytics. Confidence with pragmatic use and development of data structures and algorithms.",,,Simplyhired,Remote,144000
Data Scientist,"Analyze/interpret data, draw business inferences and clearly articulate findings for target audience. Perform and manage a variety of advanced statisticalâ€¦",Hartford,CT,Simplyhired,,144000
Statistician,Experience in presenting data reports and recommendations based on the analytical findings. Experience in applying statistical and quantitative analyticalâ€¦,Washington,DC,Simplyhired,,144128
Data Scientist,Conduct data analysis tasks in conjunction with client data SMEs. This position requires the applicant to parse disparate data sources to find the patterns andâ€¦,Alexandria,VA,Simplyhired,,144128
Data Engineer,Knowledge of cloud services (AWS preferred) and big data experience. Set the standard for machine learning best practices and data-driven decision making.,,CO,Simplyhired,,150000
Data Scientist ,"Expert experience with data pipelines, data tools, and data organization for analytics. Lead the data strategy, including data storage, data modeling, dataâ€¦",Bethesda,MD,Simplyhired,,150000
Data Engineer,"We have deterministic formatting, zero linter errors, wide type coverage with MyPy, etc. Some of us have been working remotely for decades now, and weâ€¦",San Francisco,CA,Simplyhired,,150000
Data Scientist,"At least 8 yearsâ€™ experience in data analytics or data science roles including 5 yearsâ€™ experience leading a high performing, collaborative data analytics team.",New York,NY,Simplyhired,,150000
Data Scientist,"Problem-solving with product and business teams, advise executive team how to leverage data science across the company.",,,Simplyhired,,150000
Data Scientist,"Problem-solving with product and business teams, advise executive team how to leverage data science across the company. Data science: 3 years (Required).",,,Simplyhired,Remote,150000
Statistician,Review statistical literature for data and research methodology appropriate for inclusion in the research process and also as a means of helping to evaluate theâ€¦,Phoenix,AZ,Simplyhired,,150000
Data Scientist,"This position drives agency innovation and delivers expert business intelligence with respect to data governance, data visualization, data analysis andâ€¦",,,Simplyhired,Remote,150000
Statistician,"Apply standard statistical and/or data management software package(s) to execute data processing, data modeling, and technically complicated data analysis withâ€¦",Salt Lake City,UT,Simplyhired,,150000
Data Engineer,Experience in data training means it will be advantage. Should be working in both natural language processing and machine learning processing.,,,Simplyhired,Remote,150000
Data Scientist,"Determining sources of data, plans, and using advanced predictive analysis, data visualization, modeling, machine learning, and data science methods to validateâ€¦",Scott AFB,IL,Simplyhired,,150000
