title,description,state,job_site,company
Data Analyst,"Strong data visualization, data wrangling, and/or data mining skills using R. The Analytics Associate will use R to clean, mine, and assess large datasets inâ€¦",,Simplyhired,EMC Research
Data Analyst,"Strong analytical skills with the ability to identify data trends. The Sales Forecast Analyst will review data provided by sales representatives, analyzing andâ€¦",GA,Simplyhired,"Plaid Enterprises, Inc,"
Data Analyst,The incumbent will support the Greenhouse Gas (GHG) initiatives within the agency by managing input data for emission estimation from multiple and disparateâ€¦,,Simplyhired,State of Minnesota
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",CA,Simplyhired,Institute of Neuro Innovation
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. ONLY SERIOUS INQUIRIES WITH EXPERIENCE.",CA,Simplyhired,Institute of Neuro Innovation
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",CA,Simplyhired,Institute of Neuro Innovation
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",CA,Simplyhired,Institute of Neuro Innovation
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",CA,Simplyhired,Institute of Neuro Innovation
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",CA,Simplyhired,Institute of Neuro Innovation
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",CA,Simplyhired,Institute of Neuro Innovation
Data Engineer,"Support cloud migration of data science services Develop a deep understanding of business data sets Design efficient and standardized data structures, databaseâ€¦",MA,Simplyhired,Keurig Dr Pepper
Machine Learning,"Experience with data manipulation within a large volume of data. Data science: 3 years (Required). Knowledge of statistics, analytics, and data mining.",MD,Simplyhired,Jacobs Engineering Group - Resume
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",CA,Simplyhired,Institute of Neuro Innovation
Data Analyst,"Working with raw survey data to produce clean data sets for analysis and reporting. Do you bring a strong background in survey data principles, such as:",IL,Simplyhired,Nova Collective
Data Analyst,ï‚· Ability to input data and information into a data system. ï‚· Accurate data entry of participant information into the Well Family data system.,FL,Simplyhired,WellFlorida Council
Data Analyst,"Utilizing programming languages (python, C#, java, etc.) to scrape data from websites. Rapidly growing, nationally recognized private wealth management firm isâ€¦",NC,Simplyhired,Linden Thomas & Company
Machine Learning,"Performing quality control of curated data (data entered by third party); Masterâ€™s coursework in statistics, data science, machine learning, user experience andâ€¦",NC,Simplyhired,ORAU
Data Analyst,The Business Analystâ€™s role is focused on managing the offering setup process and assisting with the content delivery work that is necessary to release contentâ€¦,,Simplyhired,Kaplan
Machine Learning,Has solid data science industry experience. Preferably has teaching experience alongside data science. Is a data scientist with outstanding knowledge of andâ€¦,,Simplyhired,Kaplan
Statistician,"Our clients generate massive amounts of scientific data via varied high throughput technologies, and such projects require systematic analysis ofâ€¦",NC,Simplyhired,Sciome LLC
Machine Learning,Proficient at creatively and efficiently developing data science solutions. Proficient with a wide variety of complex data science and engineering skills.,IN,Simplyhired,Purdue University
Data Engineer,"Basic Understanding of data science concepts. 3+ Years of experience architecting and building Data Lake, Azure Big Data architecture, Enterprise Analyticsâ€¦",NY,Simplyhired,First Soft Solutions [ Direct]
Machine Learning,"As part of the Residency program, you will receive dedicated mentorship from our expert instructors and faculty to cultivate your development as a dataâ€¦",NY,Simplyhired,Galvanize
Data Engineer,"The responsibilities will include management of regulatory protocols (IRB), acquisition of medical imaging and other data from medical records at Dukeâ€¦",NC,Simplyhired,Duke University
Machine Learning,We are hiring candidates after their PhD degree and after an MS/MA degree. Machine Learning: 1 year (Required). Temporarily due to COVID-19.,NC,Simplyhired,Duke University
Data Analyst,"Assist in training employees on data privacy and security topics. Create, maintain, and enforce internal data privacy and security policies.",NY,Simplyhired,Malk Partners
Machine Learning,Experience with data science tool kits. Identifies data patterns and trends. Participates and provides product guidance over data science and analyticsâ€¦,CA,Simplyhired,Posh Peanut Inc.
Data Engineer,"Strong SQL and data analysis skills. 3+ years of experience in data/business/technical analysis, Strong SQL and data analysis skills, Excel wizard that dreamsâ€¦",,Simplyhired,ACS
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",CA,Simplyhired,Institute of Neuro Innovation
Statistician,Performs data conversions to review calculations and averages to ensure publishable data. Performs data collection and survey processing activities.,VA,Simplyhired,US Geological Survey
Statistician,QAQC of reported water quality data. Interpretation and formal presentation or data; Creation of schemas for water quality data reporting;,MD,Simplyhired,State of Maryland
Data Analyst,5+ years data science analyst experience. Creating and editing/updating data scripts using R for use by TIU. Cyber Threat Intelligence Analysis and Reporting.,VA,Simplyhired,ACI Federalâ„¢
Statistician,Specialized Experience: One and one-half (1 1/2) years for Level III and two and one-half (2-1/2) years for Level IV of professional work experience conductingâ€¦,HI,Simplyhired,State of Hawaii
Machine Learning,"MyGuru, a boutique 1-1 tutoring and test prep provider, is seeking experienced a data science/machine learning tutor to join our team.",,Simplyhired,MyGuru Tutoring & Test Prep
Machine Learning,Basic understanding of containerization and image management for data science notebooks. Interprets data and from multiple sources using a variety of analyticalâ€¦,IN,Simplyhired,RADcube
Data Analyst,"Experience in a data science, data analyst, business analytics, business intelligence or comparable role. Ability to communicate and provide meaningful businessâ€¦",,Simplyhired,TechTrueUP
Machine Learning,2+ years of experience using data analytics and statistics. Data science: 2 years (Required). Ensure overall quality of the data & solutions throughout theâ€¦,MI,Simplyhired,LER TechForce
Machine Learning,"8+ years of OR, statistical or data mining algorithm development experience, including 5+ years of AI/ML development experience for real-world applications.",GA,Simplyhired,FinTek Solutions LLC
Data Engineer,Demonstrates solid data science knowledge. Designing and developing machine learning and deep learning systems. Running machine learning tests and experiments.,MD,Simplyhired,"E Cyber7 Technologies, LLC"
Data Analyst,Disseminate data regarding data quality and system performance measures. Assists in monitoring and providing regular updates to the organizationâ€™s managementâ€¦,FL,Simplyhired,Homeless Services Network of Central Florida
Data Engineer,"Knowledge of data science concepts such as machine learning. Masterâ€™s degree in a physical science, engineering, data science or statistics from an accreditedâ€¦",,Simplyhired,ArcVera Renewables
Data Analyst,Identify gaps in our data collection and collaborate with Sales / Marketing / Finance on data capture specifications. Microsoft Powerpoint: 1 year (Preferred).,,Simplyhired,Cloudmed (Formerly Revint Solutions)
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",CA,Simplyhired,Institute of Neuro Innovation
Data Analyst,Administer and process regular data updates such as the monthly seasonal adjusted NYC employment data. Assist other OMB groups and taskforces with economic dataâ€¦,NY,Simplyhired,OFFICE OF MANAGEMENT & BUDGET
Machine Learning,"3+ years data management, including multiple data sources which refresh frequently. Experience with analysis and summary of health insurance markets, plan data,â€¦",DC,Simplyhired,Consumers' Checkbook/Center for the Study of Services
Data Scientist,Makes arrangements preparatory to obtaining voluntary data from enterprises for which the collection of data is expected to present relatively few complexitiesâ€¦,MA,Simplyhired,US Bureau of Labor Statistics
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",CA,Simplyhired,Institute of Neuro Innovation
Data Analyst,Define metrics to measure the quality of data and overall effectiveness of the data governance program over time Partner with the data engineering and dataâ€¦,,Simplyhired,Compugra Systems Inc
Data Scientist ,"Working experience in end to end data science project life cycles from use case framing, data collection, data exploration, model building, deployment.",CA,Simplyhired,Digital Dhara
Data Engineer,"Understanding on databases, data warehouses, data lakes. Design, build and maintain data processing pipelines. Good communication and cross functional skills.",CA,Simplyhired,Digital Dhara
Statistician,Strong data analysis and programming/simulation skills. Statistical data analysis: 3 years (Preferred). Provide statistical support including statistical designâ€¦,NJ,Simplyhired,RCI
Data Scientist,Gathering data via advanced computerized models. Developing and revising existing data models. Extracting patterns of data through high-level algorithms.,VA,Simplyhired,Franklin IQ
Data Scientist,Strong experience in manipulating data and drawing insights from large data sets. Experience working with and creating data architectures.,MD,Simplyhired,United Solutions LLC
Data Engineer,"This role will have a deep understanding of data architecture, data engineering, data analysis, reporting, and a basic understanding of data science techniquesâ€¦",MD,Simplyhired,United Solutions LLC
Data Scientist,"Provide data science and advanced data analytics to support DHS OIG investigations. Transform strategic data requirements into data models, queries, and dataâ€¦",DC,Simplyhired,Praescient Analytics
Data Analyst,Create data visualizations via dashboarding and other custom reports. This role supports others on the team while learning to assess online data collectionâ€¦,CO,Simplyhired,Blue Moon Digital
Data Analyst,Interpret and analyze data to accurately assess and demonstrate key insights into trends and opportunities. Trend Health Partners is currently seeking analystsâ€¦,MD,Simplyhired,Trend Health Partners
Data Scientist ,"Identify and validate data sources and pipelines, perform data manipulation routines, create new features, and perform feature selection techniques on complex,â€¦",CO,Simplyhired,PIN Business Network
Data Analyst,"Structure and design data visualizations to communicate data to internal stakeholders, campaigns, and strategic partners.",DC,Simplyhired,Democratic Attorneys General Association
Data Analyst,"Manage, analyze, organize, and present complex data. Advanced knowledge of Excel (pivot tables, data mining, complex reporting). Remote or New Haven, CT - HQ*.",,Simplyhired,Veoci
Data Scientist,Present information using data visualization techniques. Identify valuable data sources and automate collection processes. Analytical mind and business acumen.,,Simplyhired,Audiohook
Data Analyst,"You have a BA degree in computer science, data analytics, data science, data/information management, economics, or related field.",NY,Simplyhired,Research Foundation of The City University of New York
Data Engineer,"Alongside, we plan to generate a portfolio of products and services related to decision making by corporate CFOs and fund CIOs, unavailable till now withoutâ€¦",PA,Simplyhired,"Data-Core System, Inc."
Data Analyst,*Job Description* We are looking for someone who loves teaching and also loves Python for data science. We are a group of passionate instructors who help ourâ€¦,,Simplyhired,Data Crunch Corp
Data Scientist ,We're looking for individuals in the data science field with the requisite education and skills to provide data-driven insights and help solve complex problemsâ€¦,UT,Simplyhired,US Council of the Inspectors General on Integrity and Efficiency
Data Engineer,"Required: A bachelorâ€™s degree in data science, quantitative social sciences, planning, geography, statistics, or related field is required, with considerableâ€¦",NC,Simplyhired,Triangle J Council of Governments
Data Scientist ,The Department of Biostatistics seeks a biomedical data scientist with expertise in biostatistical consulting and analysis of biomedical data including clinicalâ€¦,KY,Simplyhired,University of Kentucky
Data Analyst,"Conduct data quality assurance activities, including the identification and resolution of data errors. Master's Degree or higher in statistics, data science,â€¦",GA,Simplyhired,Intellisoft Inc
Data Scientist,"Experience with data science and machine learning analyses is a plus. Experience working with big data technologies is a plus (Hadoop, Spark).",,Simplyhired,Kanini Software Solutions
Data Scientist,"We are seeking a senior *Individual life underwriter* with at least 10 years of experience in all three areas below: Job Types: Full-time, Part-time, Contract.",,Simplyhired,Risk management
Data Analyst,"The Senior Data Analyst provides data management, data analysis, and development of data dashboards for all assigned evaluation and quality improvementâ€¦",NJ,Simplyhired,Central Jersey Family Health Consortium
Data Analyst,A love of data and the ability to take data and turn it into an insightful story and decisions. 10% - Develop and employ successful data driven strategies toâ€¦,,Simplyhired,FT Optimize
Data Scientist ,"Identifying data needs and proper methods for data gathering, integration, preparation, data quality and data governance. Minimum of 7 years of experience with:",MD,Simplyhired,Scientific Systems and Software International Corporation
Data Analyst,Must demonstrate the ability to collect and analyze data efficiently and work within established timelines. Assists with reviewing projects to identify criticalâ€¦,CA,Simplyhired,SCRRA/Metrolink
Data Analyst,"Analyze data to identify and interpret patterns and trends, assess data quality and eliminate irrelevant data; present findings in reports and presentations inâ€¦",VA,Simplyhired,The West River Group
Data Analyst,"Practiced experience in collecting primary data, utilizing secondary data, as well as organizing and managing administrative data.",CA,Simplyhired,Los Angeles Homeless Services Authority
Data Scientist ,Works with data stewards in the testing/profiling of data and validation of newly captured data to ensure proper operation and accuracy.,IL,Simplyhired,Allstate
Data Engineer,"Prior working experience at a Community College or University level in a content development/training/mentoring role is a must. Job Types: Full-time, Contract.",,Simplyhired,Sustainable Living Lab
Data Analyst,Work with our data science and engineering teams to surface deep insights on voter behavior. At least one cycle or year of experience in politics or socialâ€¦,CA,Simplyhired,Change Research
Data Scientist,"Experience with building/tuning models inferencing against time series data. To create all quality documents, collect metrics data and conducting Audits.",NJ,Simplyhired,Tekshapers Inc
Data Scientist,"Client side, server side and data store experience. Experience in building chatbots or voicebots with Dialogflow or Amazon LEX. Ability to write unit tests.",HI,Simplyhired,"eWorld Enterprise Solutions, Inc."
Data Engineer,"Given a reference DNN design, adjust the DNN architecture such that operations or layers that are not supported on the target platform are replaced whileâ€¦",CA,Simplyhired,"HireIO, Inc."
Data Engineer,Should be able to manage the team to deliver the each release on time with sprint deadlines. Hands on advance level python Coding.,,Simplyhired,Digital Dhara
Data Scientist,This person will also be responsible for managing the team providing data pipeline work to the Unsupervised system. Working at Kanini is flexible and personal.,TN,Simplyhired,Kanini Software Solutions
Data Scientist ,"Work on data projects and proposals involving Biz2Creditâ€™s financial services partners worldwide (banks, non-banks, debt investors, equity investors and others)â€¦",NY,Simplyhired,Biz2Credit Inc
Data Analyst,"Bachelorsâ€™ degree in marketing, statistics, data science or business administration. 3+ yearsâ€™ in marketing and data analytics. Power BI: 2 years (Preferred).",OH,Simplyhired,AAA Ohio Auto Club
Data Engineer,"Plan data pipelines for live streams and data warehouses. You will work closely with data architects, other data engineers, data scientists, and businessâ€¦",,Simplyhired,BadVR
Data Analyst,"Masterâ€™s degree in social science field with emphasis on quantitative and qualitative research and analysis or Masterâ€™s degree in information technology,â€¦",VA,Simplyhired,Virginia Dept of Behavioral Health & Developmental Sv
Data Analyst,"Responsible for business analytics work through all phases, including data quality, automation, data analysis, data visualization, and presentation of results.",GA,Simplyhired,Metropolitan Atlanta Rapid Transit Authority (MARTA)
Data Scientist ,This position will work on various business intelligence and data science projects by analyzing customer data and building machine learning applications forâ€¦,WI,Simplyhired,boberdoo.com
Data Scientist ,"For data scientists, the projects include assembling and statistical analyses of big clinical data, and application of machine learning and deep learningâ€¦",TX,Simplyhired,UT Southwestern Medical Center
Statistician,"Master's degree in information technology, computer science, information systems or equivalent field and two years of demonstrated experience with analysis,â€¦",FL,Simplyhired,University of South Florida
Data Scientist ,"Advanced data exploration and visualization skills. Bachelorâ€™s degree in any technical subject (e.g., computer science, engineering, physics, mathematics, etc).",,Simplyhired,Viridios AI
Data Scientist,Experience using business intelligence tools (e.g. Tableau) and data frameworks (e.g. Hadoop). Proven experience as a Data Scientist or Data Analyst.,TX,Simplyhired,Data Patterns
Data Scientist,Orsus Research is a Quantitative Investment Firm that selects securities based on quantitative analysis. We employ computer-based models and machine learningâ€¦,NY,Simplyhired,Orsus Research
Data Engineer,"Work experience related to data engineering, information, and data management. Data Engineers work with data consumers to create and populate optimal dataâ€¦",DC,Simplyhired,Central Intelligence Agency
Statistician,"Experience includes conducting energy studies and developing mathematical methods and techniques; developing mathematical/statistical techniques, approaches andâ€¦",AK,Simplyhired,US Department of Energy
Data Scientist ,"Data science: 4 years (Required). One of the scripting language python etc. SQL and PL/SQL development, including code debugging, query analysis and performanceâ€¦",,Simplyhired,"Tek-Tree, LLC"
Data Analyst,"This Data Analyst will require significant experience analyzing data looking for basic patterns and performing business-rule data validation, then producingâ€¦",,Simplyhired,Neal Analytics
Data Scientist,"Provided architectural guidance around implementing parallelism, concurrency, security (authentication, authorization) on On-prem and Cloud based Data scienceâ€¦",NC,Simplyhired,Global Soft Technologies LLC
Data Engineer,"Knowledge in three of the following technical disciplines: data warehousing, big data management, analytics development, data science, application programmingâ€¦",OH,Simplyhired,Golden Technology Inc
Data Scientist ,"Directs the data gathering, data processing and data mining of large and complex datasets. Participates in the data gathering, data processing and data miningâ€¦",PA,Simplyhired,PNC Financial Services Group
Data Analyst,"Previous experience in political data. Previous experience crafting narratives from unstructured data. Collect, clean, and process data sets.",DC,Simplyhired,The Voter Participation Center / Center for Voter Information
Data Analyst,"Support the design of end-to-end data visualizations/Reporting solutions, from data extraction to the presentation, to address the clientsâ€™ needs.",CO,Simplyhired,Quality Built
Data Analyst,"Masterâ€™s degree with coursework in data analysis or data science. Additionally, the ability to set up a platform for data visualization is preferred.",DC,Simplyhired,"Decision Information Resources, Inc"
Data Scientist,Relevant experience in data analysis or data science projects with quick understanding of new technologies. Experience optimizing queries with large data setsâ€¦,MD,Simplyhired,International Baccalaureate
Data Scientist ,"Bachelorâ€™s degree in marketing, business, economics, data science or related field. The most successful candidates will have some capacity with beingâ€¦",TN,Simplyhired,Landmark Recovery
Data Analyst,"Proficient in data workflows, data collection methodologies, and data analysis. Work on data modeling, discovering insights and identifying opportunitiesâ€¦",DC,Simplyhired,US Ignite
Data Engineer,"You will work directly with the technology, data science, and management teams. Using modern technologies for data science, AI and ML, we analyze behavioralâ€¦",,Simplyhired,ForMotiv
Data Scientist,"Work closely with a data science team implementing data analytic pipelines. Work on ingesting, storing, processing and analyzing large data sets create scalableâ€¦",NY,Simplyhired,Sysvine Technologies Pvt Ltd
Data Scientist,"Data analysis techniques (e.g., data mining and retrieval); Effective data management, data dissemination, and online on-demand practices.",MO,Simplyhired,US National Geospatial-Intelligence Agency
Statistician,Two years of experience as a data statistician preferred. Ability to write programs/macros to automate repetitive statistical and data tasks required.,CO,Simplyhired,Jackson Lewis P.C
Data Analyst,"Comfortable working with data-related python and/or R packages for data cleaning and modeling. In this role, you will work with fellow data professionals,â€¦",,Simplyhired,Wikimedia Foundation
Data Engineer,"ML apps Strong computer science fundamentals including knowledge of data structures and algorithms, computational complexity, and object oriented/functionalâ€¦",GA,Simplyhired,FalconsUs
Data Analyst,"Strong in person and email communication skills, to tell data stories to non-technical audiences. In this role as an Operations Analyst, youâ€™ll support ourâ€¦",,Simplyhired,Indeed
Data Scientist,"Clustering of mixed event, real time data in order to determine clear operating regimes. The event data is process alarms from a refinery, chemical plant orâ€¦",RI,Simplyhired,Millennium Software Solutions
Data Scientist ,Person may also be engaged to advice on related data science projects in that same domain. Data science: 4 years (Preferred). Machine Learning Nice to Have.,CA,Simplyhired,Con
Data Engineer,"Experience with data science, machine learning, and statistics. Identify the relationships among multiple sources and types of information to identifyâ€¦",NY,Simplyhired,Guidehouse
Data Engineer,"3+ years of experience in data science/management. Develop, containerize, and maintain customersâ€™ data science workflows. Familiarity with the XNAT platform.",,Simplyhired,"Radiologics, Inc."
Data Analyst,"Identify data requirements, data sources and standardize data across the organization. Demonstrates ability to review data, draw conclusions and recommendâ€¦",FL,Simplyhired,Agile Sourcing Partners
Data Analyst,"BS Degree in data science, engineering, computer science, mathematics or related field with 2 or more years of related experience.",CO,Simplyhired,Imidex
Data Engineer,"> 3 years experience in processing data with Python, SQL, and other data tools. Processing data with Python, SQL, and other data tools: 2 years (Required).",,Simplyhired,Myers Media Group
Data Analyst,"Technical understanding of data models, database design, data mining and segmentation techniques. Knowledge of common web frameworks for data visualization suchâ€¦",FL,Simplyhired,Perez Art Museum Miami
Data Analyst,"An absolute passion for data, data-science, visualization, and analytics. Coordinate with other teams and departments (e.g. Data Engineering, Revenue Operationsâ€¦",,Simplyhired,Formstack
Data Analyst,"Write SQL queries for reporting, ETL, and general data analysis. Queries range in complexity depending on use case, but often require querying relational data.",PA,Simplyhired,City of Philadelphia
Data Analyst,"Bachelorâ€™s degree and/or advanced certification in computer science, data science, or similar technical field; or 4 years of experience using software for dataâ€¦",NC,Simplyhired,North Carolina State University
Data Scientist ,Minimum four (4) years of experience developing data analytics or data science solutions. Ability to manipulate data from multiple structured and unstructuredâ€¦,SC,Simplyhired,Atlas Executive Consulting
Data Engineer,"The Data Engineer will also be responsible for data architecture that defines data models for new systems, selecting the best data storage solution for a givenâ€¦",,Simplyhired,Worthwhile
Data Scientist,2+ relevant experience within data science or analysis. The Data Scientist will join a team responsible for developing advanced analytics products; applyingâ€¦,VA,Simplyhired,Cognowiz Solutions
Data Analyst,"Working with large data sets and analyzing data from various sources. Human Resources processes and data. Interpreting, presenting and explaining data.",DC,Simplyhired,Central Intelligence Agency
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,PA,Simplyhired,Pfizer
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,PA,Simplyhired,Pfizer
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,PA,Simplyhired,Pfizer
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,PA,Simplyhired,Pfizer
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,PA,Simplyhired,Pfizer
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,PA,Simplyhired,Pfizer
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,PA,Simplyhired,Pfizer
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",CA,Simplyhired,Institute of Neuro Innovation
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,PA,Simplyhired,Pfizer
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",CA,Simplyhired,Institute of Neuro Innovation
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,PA,Simplyhired,Pfizer
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,PA,Simplyhired,Pfizer
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",CA,Simplyhired,Institute of Neuro Innovation
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,PA,Simplyhired,Pfizer
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,PA,Simplyhired,Pfizer
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,PA,Simplyhired,Pfizer
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,PA,Simplyhired,Pfizer
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,PA,Simplyhired,Pfizer
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,PA,Simplyhired,Pfizer
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,PA,Simplyhired,Pfizer
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,PA,Simplyhired,Pfizer
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",CA,Simplyhired,Institute of Neuro Innovation
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,PA,Simplyhired,Pfizer
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,PA,Simplyhired,Pfizer
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,PA,Simplyhired,Pfizer
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,PA,Simplyhired,Pfizer
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. ONLY SERIOUS INQUIRIES WITH EXPERIENCE.",CA,Simplyhired,Institute of Neuro Innovation
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,PA,Simplyhired,Pfizer
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,PA,Simplyhired,Pfizer
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,PA,Simplyhired,Pfizer
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,PA,Simplyhired,Pfizer
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,PA,Simplyhired,Pfizer
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,PA,Simplyhired,Pfizer
Data Analyst,"Education: Undergraduate (minimum), Graduate (preferred), degree in mathematics, data science, biostatistics preferred. Patient recruitment and follow-up.",CA,Simplyhired,Institute of Neuro Innovation
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,PA,Simplyhired,Pfizer
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,PA,Simplyhired,Pfizer
Statistician,Working knowledge of clinical data and relevant data standards. Clinical trials expertise with an understanding of data operations required for the reporting ofâ€¦,PA,Simplyhired,Pfizer
Data Engineer,Developing highly scalable data platform and reliable pipe. O Create and maintain optimal data pipeline architecture. Must Have* : R Language skills.,CA,Simplyhired,Adept Consultants
Data Engineer,Masterâ€™s Degree (preferred) or Bachelorâ€™s Degree in public health; data science; medical; healthcare (or similar) informatics; computer science; epidemiology;â€¦,,Simplyhired,Association of Immunization Managers
Data Engineer,"Prepare reporting and data visualizations including interpretation of trends and patterns. Provide actionable insight into membership, product or operationalâ€¦",VA,Simplyhired,Navy Federal Credit Union
Data Scientist,"Attention to detail, self-motivation, flexibility, and resilience are critical and data visualization skills are a plus.",MD,Simplyhired,National Security Agency
Statistician,"Analyze difficult statistics and other qualitative/quantitative data, particularly workforce data, FEVS data, survey data, retention, and retirement data.",DC,Simplyhired,US Office of Personnel Management
Data Scientist,"2+ years of hands on experience with data warehouse, BI reporting testing experience using tools like Power BI, Snowflake, Netezza, MicroStrategy.",TX,Simplyhired,Atlantisitgroup
Data Analyst,"Perform hands-on work with data analysis, data visualization, data validation and quality assurance, while working as a full-time on-site staff at the customerâ€¦",DC,Simplyhired,VB
Data Analyst,Identify data sources needed to produce required data sets or reports and extract appropriate subsets of data. Proficient in SQL and custom queries.,PA,Simplyhired,Infectious Disease Connect
Data Engineer,Interest in data science and machine learning. Experience in data science and machine learning is valued. The ideal candidate will have experience in deployingâ€¦,,Simplyhired,"Automated Controversy Detection, Inc"
Data Analyst,Provide detailed source analysis and data mappings/transformations to Enterprise developers to implement new data sources and integrations.,MA,Simplyhired,Cumberland Farms
Data Scientist,"Experience with state of the art deep learning techniques for various computer vision tasks including real-time object detection, segmentation, tracking,â€¦",,Simplyhired,Synthetik Applied Technologies
Data Scientist,"ï‚· A Bachelorâ€™s degree in any of the following areas - statistics, data science, physics, computer science or social sciences heavy in quantitative methodologiesâ€¦",NJ,Simplyhired,HS Ad North America
Data Engineer,Data analysis: 1 year (Preferred). Collaborate with stakeholders to integrate data mining results with existing systems. Experience with Python a plus.,,Simplyhired,Lancer Insurance Company
